Tempo_unidade_s,Combustivel_usado_unidade_L,Distancia_percorrida_pelo_veiculo_unidade_km,Consumo_de_combustivel_unidade_Lporh,Nivel_de_gases_NOx_na_saida_do_catalisador_unidade_ppm,Oxigenio_na_saida_do_catalisador_unidade_%,Porcentagem_de_carga_unidade_%,Porcentagem_de_torque_atual_do_motor_unidade_%,Posicao_do_pedal_do_acelerador_unidade_%,Pressao_do_ar_de_entrada_unidade_kPa,Pressao_do_ar_na_admissao_unidade_kPa,Pressao_do_oleo_do_motor_unidade_kPa,Temperatura_da_agua_unidade_deg_C,Temperatura_do_oleo_do_motor_unidade_deg_C,Temperatura_dos_gases_de_entrada_no_catalisador_unidade_deg_C,Temperatura_no_coletor_de_admissao_unidade_deg_C,Velocidade_do_motor_unidade_rpm,Velocidade_do_veiculo_unidade_kmporh
0.5,0.000,0.000,3.805,nan,nan,42.700,59.020,0.000,92.000,0.000,556.000,51.000,50.094,144.641,38.000,730.800,1.183
0.5,0.000,0.000,1.640,nan,nan,19.650,25.460,0.000,90.000,0.000,580.000,51.000,50.094,145.625,38.000,819.160,0.807
0.5,0.000,0.000,1.565,nan,nan,19.700,26.820,0.000,90.000,0.000,540.000,51.000,50.094,144.750,38.000,722.360,0.416
0.5,0.000,0.000,2.715,nan,nan,34.450,47.840,0.000,90.000,0.000,478.000,51.000,50.188,143.438,38.000,642.240,0.143
0.5,0.000,0.000,3.835,nan,nan,42.100,58.143,5.260,90.000,0.000,576.000,51.000,50.188,143.100,38.000,733.080,0.785
0.5,0.000,0.000,2.940,nan,nan,34.100,46.840,0.100,92.000,0.000,486.000,51.000,50.188,143.547,38.000,711.100,1.332
0.5,0.000,0.000,3.620,nan,nan,40.550,55.380,0.140,92.000,0.000,554.000,52.000,50.188,143.984,38.000,731.680,1.376
0.5,0.000,0.000,6.600,nan,nan,66.550,93.760,5.300,92.000,0.000,520.000,52.000,50.188,144.312,38.000,704.180,2.246
0.5,0.000,0.000,7.205,nan,nan,61.050,88.540,12.300,94.000,0.000,580.000,52.000,50.281,147.875,38.000,826.160,3.732
0.5,0.000,0.005,5.965,nan,nan,50.500,66.120,20.620,94.000,0.000,588.000,52.000,50.281,152.375,38.000,958.680,4.466
0.5,0.000,0.000,7.505,nan,nan,54.700,68.200,27.740,94.000,0.000,656.000,52.000,50.281,156.375,38.000,1108.300,5.149
0.5,0.000,0.000,8.415,nan,nan,51.900,65.700,31.340,96.000,0.000,664.000,52.000,50.281,160.125,38.000,1300.960,6.064
0.5,0.000,0.005,10.915,nan,nan,55.350,73.680,39.840,98.000,4.000,712.000,52.000,50.594,165.375,38.000,1476.360,6.866
0.5,0.000,0.000,8.220,nan,nan,35.300,52.280,30.140,104.000,10.000,698.000,52.000,50.500,172.250,38.000,1640.860,7.728
0.5,0.000,0.005,0.670,nan,nan,5.350,7.140,8.060,104.000,10.000,624.000,52.000,50.500,175.250,38.000,1217.932,7.444
0.5,0.000,0.000,1.665,nan,nan,15.300,20.983,10.600,98.000,2.000,624.000,52.000,50.594,170.500,37.000,915.847,6.464
0.5,0.000,0.000,9.530,nan,nan,66.950,85.880,32.160,92.000,0.000,616.000,52.000,50.594,166.375,37.000,1007.400,6.438
0.5,0.000,0.005,16.530,nan,nan,85.750,113.580,48.880,96.000,2.000,658.000,52.000,50.594,170.625,37.000,1290.380,8.277
0.5,0.000,0.000,19.900,nan,nan,72.950,112.540,57.940,108.000,14.000,696.000,52.000,50.688,182.750,37.000,1640.440,10.586
0.5,0.000,0.005,6.570,nan,nan,21.350,34.720,21.940,124.000,30.000,676.000,52.000,50.688,196.250,37.000,1693.060,11.820
0.5,0.000,0.000,0.660,nan,nan,6.250,8.280,5.740,108.000,14.000,602.000,52.000,50.688,195.500,37.000,1088.600,11.272
0.5,0.000,0.005,2.095,nan,nan,20.050,29.900,7.980,98.000,2.000,590.000,52.000,50.688,188.125,37.000,819.960,9.918
0.5,0.000,0.005,7.655,nan,nan,55.700,70.500,26.340,92.000,0.000,594.000,52.000,49.875,183.125,37.000,1035.580,9.162
0.5,0.000,0.000,13.300,nan,nan,78.500,103.040,40.180,96.000,2.000,608.000,52.000,50.875,184.875,37.000,1122.740,9.942
0.5,0.000,0.005,18.465,nan,nan,90.100,112.550,53.180,102.000,8.000,656.000,52.000,50.875,192.750,37.000,1293.640,11.442
0.5,0.000,0.000,22.145,nan,nan,84.750,nan,61.660,116.000,22.000,660.000,52.000,51.781,205.125,37.000,1506.040,13.322
0.5,0.000,0.005,24.900,nan,nan,76.750,nan,68.340,132.000,38.000,708.000,52.000,51.000,218.750,37.000,1690.620,15.000
0.5,0.000,0.005,19.095,nan,nan,48.350,65.383,52.040,148.000,54.000,738.000,52.000,51.000,230.000,37.000,1923.860,16.997
0.5,0.000,0.005,0.595,nan,nan,3.750,5.260,7.280,132.000,38.000,684.000,52.000,51.094,232.375,37.000,1486.400,15.352
0.5,0.000,0.005,9.380,nan,nan,49.850,66.310,35.340,104.000,10.000,624.000,52.000,51.094,222.500,36.000,1239.900,14.954
0.5,0.000,0.005,22.790,nan,nan,98.950,nan,76.960,106.000,12.000,666.000,52.000,51.094,220.500,36.000,1380.300,16.340
0.5,0.000,0.005,33.405,nan,nan,97.350,nan,86.600,130.000,36.000,694.000,52.000,51.188,232.750,37.000,1620.800,19.154
0.5,0.000,0.005,34.265,nan,nan,79.050,48.167,76.520,172.000,78.000,736.000,52.000,51.188,250.225,37.000,1901.880,22.584
0.5,0.000,0.005,0.945,nan,nan,5.650,8.500,7.580,174.000,78.000,670.000,52.000,51.375,258.350,37.000,1598.880,23.458
0.5,0.000,0.010,2.460,nan,nan,15.450,21.360,17.660,110.000,14.000,660.000,52.000,51.375,246.941,36.000,1358.380,22.694
0.5,0.000,0.005,15.265,nan,nan,72.200,89.175,51.780,100.000,6.000,664.000,52.000,51.500,238.125,36.000,1415.400,22.534
0.5,0.000,0.005,27.425,nan,nan,98.450,nan,90.120,116.000,22.000,632.000,53.000,51.500,240.375,36.000,1494.740,23.775
0.5,0.000,0.005,38.100,nan,nan,98.500,nan,96.600,150.000,56.000,676.000,53.000,51.594,254.075,36.000,1651.820,26.220
0.5,0.500,0.010,41.625,nan,nan,97.300,nan,90.940,192.000,98.000,692.000,53.000,51.594,272.450,36.000,1837.920,29.207
0.5,0.000,0.010,17.975,nan,nan,41.150,27.117,43.640,212.000,116.000,720.000,53.000,51.781,283.319,36.000,1888.360,30.985
0.5,0.000,0.005,3.415,nan,nan,16.150,25.220,23.520,134.000,40.000,656.000,53.000,51.781,276.416,36.000,1481.880,30.356
0.5,0.000,0.010,7.480,nan,nan,39.900,55.940,33.540,106.000,12.000,644.000,53.000,51.875,261.434,35.000,1416.340,29.334
0.5,0.000,0.010,21.220,nan,nan,95.650,115.400,75.420,106.000,12.000,658.000,53.000,52.000,256.294,35.000,1313.720,29.179
0.5,0.000,0.005,26.155,nan,nan,99.700,nan,90.380,128.000,32.000,640.000,53.000,52.000,264.372,36.000,1343.480,29.812
0.5,0.000,0.010,30.430,nan,nan,99.250,nan,90.800,148.000,52.000,650.000,53.000,52.188,278.178,36.000,1389.880,30.852
0.5,0.000,0.010,34.800,nan,nan,99.100,nan,90.780,164.000,70.000,632.000,53.000,52.188,290.956,36.000,1449.220,32.144
0.5,0.000,0.010,36.295,nan,nan,99.050,nan,89.540,184.000,88.000,658.000,54.000,52.281,303.881,36.000,1512.260,33.557
0.5,0.000,0.010,36.140,nan,nan,96.350,nan,85.620,192.000,98.000,646.000,54.000,52.375,312.106,36.000,1570.840,34.856
0.5,0.000,0.005,35.410,nan,nan,91.850,nan,82.460,194.000,100.000,654.000,54.000,52.375,317.247,36.000,1630.560,36.195
0.5,0.000,0.015,35.710,nan,nan,90.600,nan,82.800,194.000,100.000,666.000,54.000,52.500,320.478,36.000,1675.760,37.203
0.5,0.000,0.010,36.505,nan,nan,90.450,nan,83.860,198.000,102.000,694.000,54.000,51.688,323.269,35.000,1716.237,38.102
0.5,0.000,0.010,39.235,nan,nan,94.800,nan,88.380,200.000,106.000,668.000,54.000,52.688,324.150,35.000,1765.742,39.178
0.5,0.000,0.010,40.305,nan,nan,94.750,nan,88.800,210.000,116.000,698.000,54.000,52.781,326.500,35.000,1826.925,40.518
0.5,0.000,0.010,40.370,nan,nan,93.700,nan,88.520,216.000,122.000,676.000,55.000,52.875,327.381,35.000,1872.310,41.554
0.5,0.000,0.015,39.970,nan,nan,91.600,nan,87.560,218.000,124.000,708.000,55.000,52.875,327.675,35.000,1915.380,42.518
0.5,0.000,0.010,40.370,nan,nan,89.850,nan,87.200,216.000,122.000,690.000,55.000,53.094,327.381,35.000,1964.460,43.571
0.5,0.000,0.010,9.095,nan,nan,21.050,19.778,24.860,218.000,124.000,696.000,55.000,53.188,326.059,35.000,1793.160,43.504
0.5,0.000,0.015,4.660,nan,nan,23.050,35.900,27.980,124.000,30.000,654.000,55.000,53.281,311.519,35.000,1507.040,41.958
0.5,0.000,0.010,16.190,nan,nan,72.800,75.920,58.720,108.000,14.000,642.000,55.000,53.500,299.034,35.000,1398.500,40.826
0.5,0.000,0.010,25.970,nan,nan,99.550,nan,96.080,124.000,30.000,612.000,56.000,53.594,300.650,35.000,1342.320,40.763
0.5,0.000,0.015,30.585,nan,nan,99.800,nan,99.560,148.000,54.000,626.000,56.000,53.594,311.519,35.000,1363.640,41.371
0.5,0.000,0.010,33.860,nan,nan,99.400,nan,99.600,166.000,72.000,606.000,56.000,53.688,323.709,36.000,1397.920,42.406
0.5,0.000,0.010,34.765,nan,nan,99.150,nan,99.600,182.000,86.000,620.000,56.000,53.781,333.844,36.000,1435.440,43.553
0.5,0.000,0.015,35.690,nan,nan,99.200,nan,99.600,190.000,94.000,636.000,56.000,54.000,341.188,36.000,1479.180,44.854
0.5,0.000,0.010,36.555,nan,nan,99.150,nan,99.600,194.000,100.000,644.000,56.000,54.094,346.475,35.000,1522.000,46.166
0.5,0.000,0.015,37.355,nan,nan,99.200,nan,99.600,200.000,106.000,640.000,57.000,54.188,350.516,35.000,1562.820,47.404
0.5,0.000,0.015,38.280,nan,nan,99.000,nan,99.600,204.000,110.000,634.000,57.000,54.375,353.438,35.000,1609.160,48.821
0.5,0.000,0.010,39.100,nan,nan,99.050,nan,98.460,208.000,114.000,652.000,57.000,54.375,356.016,35.000,1657.860,50.275
0.5,0.000,0.015,39.585,nan,nan,98.550,nan,90.940,214.000,120.000,680.000,57.000,54.500,356.875,35.000,1706.120,51.755
0.5,0.000,0.015,41.125,nan,nan,99.317,nan,94.607,216.000,122.000,648.000,57.000,54.594,356.875,35.000,1756.460,53.272
0.5,0.000,0.015,42.015,nan,nan,99.050,nan,93.593,222.000,128.000,662.000,57.000,54.781,356.875,35.000,1806.080,54.796
0.5,0.000,0.015,41.730,nan,nan,97.200,nan,90.740,226.000,132.000,690.000,58.000,54.875,356.875,35.000,1847.480,56.069
0.5,0.000,0.020,41.150,nan,nan,94.650,nan,89.260,226.000,132.000,676.000,58.000,55.000,355.328,35.000,1887.800,57.278
0.5,0.000,0.015,11.490,nan,nan,26.550,27.325,35.680,224.000,130.000,686.000,58.000,55.094,352.284,35.000,1807.820,57.482
0.5,0.000,0.015,8.335,nan,nan,31.600,51.420,44.040,132.000,38.000,680.000,58.000,55.281,337.956,35.000,1818.000,56.814
0.5,0.000,0.015,25.275,nan,nan,93.200,107.100,84.760,124.000,30.000,642.000,59.000,55.375,328.116,35.000,1424.780,56.837
0.5,0.000,0.015,32.895,nan,nan,99.350,nan,98.520,152.000,58.000,616.000,59.000,55.500,333.844,35.000,1413.260,57.424
0.5,0.000,0.015,34.775,nan,nan,99.300,nan,99.600,178.000,84.000,634.000,59.000,55.688,344.712,35.000,1436.520,58.366
0.5,0.000,0.020,35.335,nan,nan,99.150,nan,99.600,190.000,96.000,616.000,59.000,55.781,354.297,35.000,1462.440,59.410
0.5,0.000,0.015,35.830,nan,nan,99.200,nan,99.600,194.000,100.000,632.000,59.000,55.875,360.828,35.000,1486.400,60.384
0.5,0.000,0.015,36.385,nan,nan,99.050,nan,99.600,198.000,104.000,612.000,59.000,56.094,366.672,35.000,1512.660,61.465
0.5,0.000,0.020,36.860,nan,nan,99.150,nan,99.600,202.000,106.000,636.000,60.000,56.188,370.163,35.000,1536.980,62.469
0.5,0.000,0.015,37.320,nan,nan,99.200,nan,99.600,204.000,110.000,630.000,60.000,56.281,373.781,35.000,1560.500,63.394
