Tempo_unidade_s,Distancia_percorrida_pelo_veiculo_unidade_km,Consumo_de_combustivel_unidade_Lporh,Nivel_de_gases_NOx_na_saida_do_catalisador_unidade_ppm,Oxigenio_na_saida_do_catalisador_unidade_%,Porcentagem_de_carga_unidade_%,Porcentagem_de_torque_atual_do_motor_unidade_%,Pressao_do_ar_na_admissao_unidade_kPa,Pressao_do_oleo_do_motor_unidade_kPa,Temperatura_da_agua_unidade_deg_C,Temperatura_do_oleo_do_motor_unidade_deg_C,Temperatura_dos_gases_de_entrada_no_catalisador_unidade_deg_C,Temperatura_no_coletor_de_admissao_unidade_deg_C,Velocidade_do_motor_unidade_rpm,Velocidade_do_veiculo_unidade_kmporh
0.5,0.005,0.000,nan,-0.466,0.000,0.000,116.444,572.000,74.000,73.781,320.906,31.000,1311.048,24.738
0.5,0.010,0.000,nan,-0.466,0.000,0.000,113.625,538.000,74.000,73.875,319.344,31.000,1126.250,21.178
0.5,0.005,10.595,nan,-0.466,57.050,17.950,110.125,564.000,74.000,74.000,318.875,31.000,1203.500,18.763
0.5,0.005,0.000,nan,-0.466,0.000,0.000,115.600,564.000,74.000,74.000,317.469,30.700,1308.410,16.684
0.5,0.000,0.000,nan,-0.466,0.000,0.000,114.400,560.000,74.000,74.094,315.750,30.000,1192.330,15.189
0.5,0.005,0.000,nan,-0.466,0.000,0.000,109.400,536.000,74.000,74.188,315.438,30.000,1060.330,13.514
0.5,0.005,0.000,nan,-0.466,0.000,0.000,107.600,512.000,74.000,74.188,313.562,30.000,971.780,12.368
0.5,0.005,0.000,nan,-0.466,0.000,0.000,108.000,496.000,74.000,74.281,312.312,30.000,915.980,11.658
0.5,0.000,0.000,nan,-0.466,0.000,0.000,108.000,482.000,74.000,74.375,310.125,30.000,859.980,10.944
0.5,0.005,4.195,nan,-0.466,21.750,9.590,108.000,492.000,74.000,74.375,309.344,30.000,859.460,10.358
0.5,0.000,2.415,nan,-0.466,12.500,5.570,108.000,532.000,74.000,74.375,307.156,30.000,920.290,9.883
0.5,0.005,6.155,nan,-0.466,30.950,13.530,108.000,514.000,74.000,74.375,305.750,30.000,904.270,9.668
0.5,0.000,4.765,nan,-0.466,23.100,10.050,108.000,498.000,75.000,74.500,303.562,30.000,862.590,9.338
0.5,0.005,1.430,nan,-0.466,7.750,3.237,108.000,486.000,75.000,74.594,302.625,30.000,833.780,8.958
0.5,0.000,2.290,nan,-0.466,12.550,5.330,106.600,462.000,75.000,74.594,300.438,30.000,795.089,8.574
0.5,0.005,0.540,nan,-0.466,3.000,1.208,106.000,438.000,75.000,74.594,299.422,30.000,747.017,8.058
0.5,0.000,0.265,nan,-0.466,2.050,0.830,106.000,408.000,75.000,74.594,297.594,30.000,692.940,7.468
0.5,0.005,1.130,nan,-0.466,7.950,3.670,105.200,384.000,75.000,74.594,296.625,30.000,652.880,7.049
0.5,0.000,2.220,nan,-0.466,15.550,6.920,104.000,372.000,75.000,74.594,294.700,30.000,628.590,6.848
0.5,0.000,4.000,nan,-0.466,26.450,11.830,104.000,368.000,75.000,74.594,293.859,30.000,626.060,6.103
0.5,0.005,4.270,nan,-0.466,27.650,12.000,104.000,380.000,75.000,74.594,292.172,30.000,644.240,3.429
0.5,0.000,4.290,nan,-0.466,28.000,12.000,104.000,384.000,75.000,74.594,291.475,30.000,648.930,1.258
0.5,0.000,4.320,nan,-0.466,27.950,12.000,104.000,384.000,75.000,74.594,290.375,30.000,649.050,0.598
0.5,0.000,3.600,nan,-0.466,24.150,10.460,104.000,390.000,75.000,74.594,289.000,30.000,656.990,0.030
0.5,0.000,5.135,nan,-0.466,33.100,14.600,104.000,378.000,75.000,74.500,287.594,30.000,637.580,0.279
0.5,0.000,5.565,nan,-0.466,36.350,15.860,104.000,352.000,75.000,74.500,286.188,30.000,605.310,0.715
0.5,0.000,4.130,nan,-0.466,26.250,11.770,104.000,372.000,75.000,74.500,286.188,30.000,627.360,1.342
0.5,0.000,4.240,nan,-0.466,27.200,12.000,104.000,382.000,75.000,74.500,285.775,30.000,644.640,1.298
0.5,0.000,4.280,nan,-0.466,27.550,12.000,104.000,384.000,75.000,74.500,283.850,30.000,648.772,0.550
0.5,0.000,4.305,nan,-0.466,27.800,12.000,104.000,386.000,75.000,74.500,283.438,30.000,649.793,0.500
0.5,0.000,4.320,nan,-0.466,27.900,12.000,104.000,384.000,75.000,74.375,281.891,30.000,649.500,0.150
0.5,0.000,4.290,nan,-0.466,27.650,12.000,104.000,386.000,75.000,74.281,280.766,30.000,650.320,0.000
0.5,0.000,4.300,nan,-0.466,27.800,12.000,104.000,386.000,75.000,74.281,280.350,30.000,650.090,0.000
0.5,0.000,3.975,nan,-0.466,23.900,10.370,104.000,394.000,75.000,74.281,278.288,30.000,660.260,0.000
0.5,0.000,4.565,nan,-0.466,30.650,13.670,104.000,378.000,75.000,74.281,277.875,30.000,635.110,0.000
0.5,0.000,13.395,nan,-0.466,74.650,32.170,104.400,460.000,75.000,74.281,277.875,30.000,805.400,0.469
0.5,0.000,18.385,nan,-0.466,83.050,38.030,110.800,528.000,75.000,74.281,277.875,30.000,940.620,2.929
0.5,0.000,26.955,nan,-0.466,98.950,51.040,118.800,552.000,75.000,74.188,278.012,30.000,1033.310,5.934
0.5,0.005,35.075,nan,-0.466,69.300,43.900,141.000,592.000,75.000,74.188,280.631,30.500,1434.600,8.733
0.5,0.000,1.275,nan,-0.466,7.350,3.910,137.000,516.000,74.000,74.094,281.188,31.000,1064.570,9.578
0.5,0.005,21.365,nan,-0.466,82.500,44.420,122.600,534.000,74.000,74.094,280.212,31.000,988.630,10.518
0.5,0.005,37.665,nan,-0.466,99.850,64.290,133.800,574.000,74.000,74.094,281.469,30.300,1127.960,12.028
0.5,0.000,42.705,1464.485,10.701,80.900,62.711,157.600,592.000,74.000,74.094,285.225,31.000,1285.087,13.713
0.5,0.005,27.260,1222.767,8.336,47.917,37.319,166.800,592.000,74.000,74.094,286.609,31.000,1384.774,14.848
0.5,0.005,21.330,1650.000,12.960,42.833,30.738,151.200,592.000,74.000,74.094,286.328,31.000,1429.715,15.318
0.5,0.005,20.985,1564.700,13.871,41.750,29.075,145.200,588.000,74.000,74.094,286.050,31.000,1459.811,15.638
0.5,0.005,4.335,1289.530,14.869,9.350,5.920,136.200,532.000,74.000,74.094,284.125,31.000,1209.050,15.488
0.5,0.005,10.083,1047.418,17.441,52.250,25.640,120.800,530.000,74.000,74.094,281.750,31.000,1005.180,15.258
0.5,0.000,29.744,860.818,15.088,100.000,55.930,126.000,530.000,74.000,74.094,281.188,31.000,1015.000,15.524
0.5,0.005,39.900,786.249,10.108,99.400,68.550,141.200,554.000,74.000,74.188,284.400,31.000,1072.760,16.399
0.5,0.005,21.764,751.040,7.547,53.700,40.340,150.000,540.000,74.000,74.188,286.609,31.000,1084.520,16.619
0.5,0.005,19.175,708.690,10.157,56.100,35.450,136.200,538.000,74.000,74.188,287.031,31.000,1068.830,16.429
0.5,0.005,18.910,598.160,11.177,59.850,35.480,130.800,536.000,74.000,74.188,286.469,31.000,1051.680,16.144
0.5,0.005,9.135,506.150,11.375,33.450,18.560,125.000,532.000,74.000,74.188,286.328,30.800,1025.570,15.728
0.5,0.005,4.190,421.340,13.585,16.850,8.710,116.600,510.000,74.000,74.188,286.188,30.000,994.060,15.309
0.5,0.005,0.000,336.780,15.722,0.000,0.000,111.200,528.000,74.000,74.188,284.400,30.000,1005.500,15.474
0.5,0.000,0.200,264.640,17.775,0.900,0.390,110.000,526.000,74.000,74.188,283.156,30.000,996.900,15.283
0.5,0.005,3.940,178.780,18.743,17.000,7.639,110.000,528.000,74.000,74.188,281.188,30.000,999.453,15.293
0.5,0.005,5.990,108.240,18.988,26.450,11.998,110.000,514.000,74.000,74.188,280.212,30.000,978.341,14.993
0.5,0.005,8.685,77.470,18.530,40.250,18.280,110.000,516.000,74.000,74.188,278.012,30.000,963.855,14.773
0.5,0.005,23.145,66.880,17.062,92.400,44.180,113.400,532.000,74.000,74.188,277.875,30.000,984.970,15.043
0.5,0.005,31.610,50.490,11.683,100.000,57.070,125.600,554.000,74.000,74.188,278.837,30.000,1039.190,15.883
0.5,0.005,44.510,58.870,8.283,100.000,72.810,144.200,578.000,74.000,74.188,281.891,30.000,1139.560,17.384
0.5,0.005,60.555,122.820,7.455,100.000,86.460,176.400,596.000,74.000,74.188,285.913,30.000,1281.510,19.533
0.5,0.005,79.000,198.060,7.380,98.850,95.510,225.600,596.000,74.000,74.188,291.206,30.000,1462.870,22.314
0.5,0.005,55.745,275.520,7.562,60.450,63.630,256.000,584.000,74.000,74.281,295.525,30.000,1556.930,24.408
0.5,0.010,7.255,291.970,13.580,16.150,11.400,170.800,528.000,74.000,74.281,294.553,30.000,1181.120,25.378
0.5,0.005,44.250,153.780,14.919,96.100,71.250,146.400,552.000,74.000,74.281,292.875,30.000,1155.840,26.163
0.5,0.010,58.945,69.910,8.356,100.000,88.970,178.800,574.000,74.000,74.375,296.491,30.000,1213.330,27.403
0.5,0.005,69.690,95.040,6.906,100.000,97.130,216.200,590.000,74.000,74.375,301.406,30.000,1288.870,29.103
0.5,0.010,77.495,158.690,6.784,95.700,100.000,249.600,594.000,74.000,74.375,305.906,30.800,1374.370,31.044
0.5,0.010,83.290,225.520,7.122,94.700,99.490,264.400,596.000,74.000,74.375,310.438,31.000,1465.220,33.068
0.5,0.010,85.630,261.290,7.560,93.100,97.098,262.200,596.000,74.000,74.375,314.031,31.900,1554.142,35.083
0.5,0.010,86.590,279.260,7.836,91.750,93.850,256.200,596.000,74.000,74.375,318.094,32.400,1640.141,37.019
0.5,0.010,87.155,305.980,8.009,90.200,90.425,252.600,596.000,74.000,74.375,321.375,33.300,1718.520,38.823
0.5,0.010,16.705,357.290,9.692,18.100,17.880,220.800,562.000,74.000,74.500,323.094,34.200,1520.460,39.358
0.5,0.010,25.260,294.730,15.600,56.350,40.430,150.800,542.000,74.000,74.594,319.500,35.000,1194.330,39.723
0.5,0.010,54.390,131.530,10.894,100.000,83.510,167.200,560.000,74.000,74.594,320.281,35.000,1205.060,40.323
0.5,0.015,64.340,231.630,6.578,100.000,94.810,205.000,564.000,74.000,74.594,324.031,35.000,1235.320,41.338
0.5,0.010,71.305,498.640,6.128,98.850,99.720,235.400,568.000,74.000,74.688,328.719,35.000,1271.550,42.534
0.5,0.010,73.630,687.560,6.162,95.100,100.000,252.800,572.000,74.000,74.781,331.844,36.000,1308.670,43.818
0.5,0.015,75.785,768.680,6.583,95.000,100.000,260.200,572.000,74.000,74.781,334.969,36.000,1345.940,45.033
0.5,0.010,77.830,631.330,8.053,95.000,100.000,265.200,578.000,74.000,74.875,337.625,36.000,1382.830,46.274
0.5,0.015,80.505,493.740,8.166,95.000,100.000,267.200,580.000,74.000,74.875,340.906,36.900,1421.360,47.563
0.5,0.015,78.345,494.050,8.074,91.150,96.030,265.800,580.000,75.000,75.000,343.406,37.000,1442.310,48.374
0.5,0.010,4.545,422.430,10.068,6.500,6.680,209.600,570.000,75.000,75.094,344.188,37.700,1408.990,47.438
0.5,0.015,7.140,269.640,16.566,17.050,10.420,141.600,570.000,75.000,75.094,340.281,37.300,1392.220,46.368
0.5,0.010,52.730,117.400,14.932,99.100,73.231,152.000,552.000,75.000,75.281,339.188,37.000,1342.267,45.068
0.5,0.015,68.725,71.020,8.744,100.000,92.448,206.200,560.000,75.000,75.281,342.000,37.000,1346.494,45.078
0.5,0.010,20.915,142.320,8.799,32.150,28.676,211.400,568.000,75.000,75.375,343.875,37.700,1376.501,44.793
0.5,0.015,41.435,177.000,14.172,67.200,49.280,164.800,596.000,75.000,75.500,341.219,37.100,1620.030,44.733
0.5,0.010,80.310,89.070,11.107,97.550,89.240,225.800,592.000,75.000,75.594,341.531,37.000,1612.550,44.658
0.5,0.015,85.965,146.800,9.408,91.700,94.750,264.600,588.000,75.000,75.688,344.188,37.700,1610.790,44.648
0.5,0.010,86.190,221.660,8.957,91.950,95.000,257.600,588.000,75.000,75.781,347.000,38.000,1609.000,44.558
0.5,0.015,86.105,245.950,8.521,92.200,94.670,256.000,590.000,75.000,75.875,350.134,38.400,1613.470,44.693
0.5,0.010,85.975,250.960,8.307,92.550,94.000,255.800,592.000,75.000,76.000,352.444,39.000,1625.650,45.028
0.5,0.015,86.475,249.100,8.227,92.950,93.950,256.000,592.000,75.000,76.094,354.762,39.700,1634.840,45.294
0.5,0.010,86.215,246.410,8.169,92.850,93.390,256.000,592.000,76.000,76.188,357.425,40.300,1644.180,45.534
0.5,0.015,86.545,281.960,8.156,93.350,93.000,255.800,592.000,76.000,76.281,360.291,41.000,1656.720,45.858
0.5,0.015,86.665,451.330,8.394,92.800,92.150,255.200,596.000,76.000,76.500,362.609,42.000,1675.280,46.389
0.5,0.010,86.975,435.440,8.990,92.800,91.490,254.000,596.000,76.000,76.594,365.425,42.700,1696.930,46.998
0.5,0.015,73.180,341.270,9.010,78.850,76.524,253.000,592.000,76.000,76.688,366.750,43.400,1710.555,47.458
0.5,0.010,6.840,291.900,12.026,10.800,8.645,199.800,566.000,76.000,76.781,364.928,44.000,1572.076,46.568
0.5,0.015,32.390,169.660,16.689,63.300,45.921,153.200,552.000,76.000,77.000,360.453,44.000,1397.222,46.559
0.5,0.015,66.415,68.350,10.819,100.000,86.464,194.400,562.000,76.000,77.094,360.953,44.000,1402.241,46.938
0.5,0.010,80.250,81.990,8.183,97.300,99.180,250.800,570.000,76.000,77.188,364.597,44.000,1430.580,47.878
0.5,0.015,83.020,136.770,7.920,94.300,99.160,269.000,576.000,77.000,77.281,367.087,44.000,1467.850,49.108
0.5,0.015,84.895,171.830,7.914,94.900,98.920,264.600,580.000,77.000,77.375,370.125,44.000,1498.890,50.163
0.5,0.010,85.175,188.710,7.898,94.400,98.090,262.400,584.000,77.000,77.500,372.775,44.800,1525.240,51.069
0.5,0.015,85.210,192.000,7.878,93.150,97.120,261.000,584.000,77.000,77.594,375.094,45.000,1550.570,51.913
0.5,0.015,85.485,193.290,7.867,92.200,96.180,260.000,586.000,77.000,77.688,377.931,45.000,1574.760,52.718
0.5,0.015,85.880,210.860,7.804,91.700,95.260,260.000,590.000,77.000,77.781,380.456,45.000,1597.520,53.488
0.5,0.015,86.060,341.920,7.769,92.600,94.240,258.000,590.000,77.000,78.000,383.106,45.600,1621.760,54.283
0.5,0.015,86.400,394.140,7.769,93.200,93.490,257.600,592.000,77.000,78.094,384.762,46.000,1643.880,55.023
0.5,0.015,86.675,311.320,7.777,93.400,92.710,256.000,594.000,78.000,78.188,386.584,46.000,1666.040,55.754
0.5,0.020,86.910,266.920,7.823,92.950,91.780,256.000,592.000,78.000,78.281,387.087,46.900,1689.170,56.558
0.5,0.015,86.650,256.040,7.920,92.600,90.630,255.200,592.000,78.000,78.375,389.450,47.000,1712.090,57.348
0.5,0.015,86.605,257.430,8.857,91.650,89.630,254.200,592.000,78.000,78.594,389.956,47.000,1730.910,57.948
0.5,0.015,74.335,254.820,9.185,80.100,76.650,253.000,592.000,78.000,78.688,390.456,47.300,1739.470,58.353
0.5,0.015,6.520,245.500,12.528,12.700,9.551,201.200,562.000,78.000,78.781,388.775,47.900,1543.891,57.878
0.5,0.020,53.315,143.740,15.259,87.750,69.863,170.800,558.000,78.000,79.000,385.756,47.000,1448.321,58.573
0.5,0.015,35.305,105.890,9.389,46.233,42.122,219.200,560.000,79.000,79.094,386.750,47.000,1410.370,58.443
0.5,0.015,16.340,214.260,14.678,42.133,28.410,159.600,542.000,79.000,79.188,383.769,46.400,1216.090,58.419
0.5,0.015,52.105,89.380,12.657,100.000,81.350,162.800,546.000,79.000,79.375,382.278,45.500,1198.160,58.694
0.5,0.020,61.985,73.680,7.671,100.000,94.130,202.200,548.000,79.000,79.500,384.266,45.000,1207.300,59.133
0.5,0.015,67.830,92.110,6.762,99.900,99.330,232.800,548.000,79.000,79.594,387.087,44.200,1223.530,59.914
0.5,0.015,70.655,106.870,6.655,96.800,101.000,251.400,550.000,79.000,79.781,389.109,43.900,1237.400,60.619
0.5,0.020,71.245,130.600,6.665,96.000,101.000,257.000,552.000,79.000,79.781,390.788,43.000,1250.950,61.289
0.5,0.015,72.140,161.810,6.673,95.600,100.610,259.400,556.000,79.000,79.875,392.444,42.400,1268.790,62.163
0.5,0.020,71.905,191.950,6.673,95.000,100.000,260.000,554.000,79.000,80.000,393.438,42.000,1280.200,62.723
0.5,0.015,72.920,208.440,6.674,95.000,100.000,261.400,558.000,80.000,80.094,394.431,41.700,1297.230,63.548
0.5,0.020,73.725,255.920,6.696,95.000,100.000,262.800,560.000,80.000,80.188,396.584,41.000,1309.998,64.168
0.5,0.015,74.580,289.606,6.719,95.000,100.000,264.000,560.000,80.000,80.281,397.087,41.000,1326.627,64.999
0.5,0.020,75.355,293.640,6.738,95.000,100.000,265.200,562.000,80.000,80.375,399.956,41.000,1339.859,65.623
0.5,0.020,76.280,292.100,6.761,95.000,100.000,266.600,564.000,80.000,80.500,400.125,41.000,1356.020,66.428
0.5,0.015,77.010,289.260,6.791,95.000,100.000,268.000,564.000,80.000,80.688,400.788,41.000,1368.610,67.064
0.5,0.020,77.885,283.020,7.409,95.000,100.000,268.400,564.000,80.000,80.688,403.106,41.900,1385.210,67.864
0.5,0.020,78.610,242.600,8.113,95.000,100.000,269.800,564.000,81.000,80.781,403.603,42.000,1396.630,68.438
0.5,0.020,79.760,223.660,8.036,95.000,100.000,268.600,568.000,81.000,80.875,404.928,42.000,1412.440,69.219
0.5,0.020,80.990,224.250,7.893,95.000,100.000,269.200,568.000,81.000,81.000,406.750,42.700,1429.130,70.003
0.5,0.020,81.690,225.820,7.809,95.000,100.000,268.000,568.000,81.000,81.094,407.762,43.000,1437.310,70.448
0.5,0.015,81.010,226.290,7.720,95.000,100.000,267.000,566.000,81.000,81.281,409.281,43.000,1427.630,70.029
0.5,0.020,79.600,227.000,7.640,95.000,100.000,265.600,560.000,81.000,81.375,410.291,44.000,1409.730,69.138
0.5,0.020,77.975,227.060,7.571,95.000,100.000,264.000,558.000,81.000,81.375,412.941,44.000,1384.470,67.909
0.5,0.020,76.405,229.200,7.518,95.000,100.000,264.000,554.000,81.000,81.594,413.603,44.000,1357.040,66.573
0.5,0.015,74.775,234.660,7.479,95.000,100.000,263.800,552.000,81.000,81.688,415.094,44.000,1327.230,65.124
0.5,0.020,73.130,240.980,7.449,95.000,100.000,262.400,550.000,82.000,81.875,416.419,44.000,1299.599,63.753
0.5,0.015,71.855,248.150,7.432,95.300,100.265,260.400,544.000,82.000,81.875,416.750,44.000,1273.421,62.488
0.5,0.020,71.355,252.030,7.357,96.000,101.000,260.000,544.000,82.000,82.000,416.919,44.000,1250.733,61.343
0.5,0.015,70.480,255.690,6.983,96.000,101.000,260.000,540.000,82.000,82.094,417.594,44.000,1234.090,60.519
0.5,0.020,69.295,262.840,6.674,96.000,101.000,258.556,538.000,82.000,82.281,419.281,44.000,1216.750,59.693
0.5,0.015,68.250,269.050,6.453,96.000,101.000,257.111,534.000,82.000,82.375,420.125,44.000,1198.760,58.789
0.5,0.015,67.135,278.910,6.260,95.300,101.000,254.600,530.000,82.000,82.500,420.622,44.000,1179.980,57.919
0.5,0.015,66.005,283.120,6.061,95.000,101.000,252.600,524.000,83.000,82.594,422.113,44.000,1158.000,56.803
0.5,0.015,64.535,284.620,5.836,94.600,101.000,249.600,520.000,83.000,82.688,422.941,44.000,1134.760,55.669
0.5,0.015,45.345,285.620,5.553,68.150,71.160,235.600,504.000,83.000,82.875,423.603,43.900,1109.000,53.969
0.5,0.015,34.870,265.580,9.974,59.750,45.810,183.600,594.000,83.000,83.000,421.947,43.000,1546.980,52.303
0.5,0.015,77.280,206.050,9.896,98.800,91.790,233.000,568.000,83.000,83.094,420.953,43.000,1517.750,50.903
0.5,0.015,84.260,218.490,8.764,94.450,99.000,269.400,562.000,83.000,83.281,422.941,43.000,1486.410,49.858
0.5,0.015,82.575,204.820,8.283,94.600,99.000,262.000,560.000,83.000,83.375,423.106,43.300,1463.910,49.058
0.5,0.010,81.675,198.940,7.829,95.050,99.700,261.400,560.000,84.000,83.500,424.597,44.000,1442.800,48.358
0.5,0.015,81.225,195.240,7.553,95.000,100.000,262.000,560.000,84.000,83.594,426.419,44.000,1430.471,47.953
0.5,0.015,80.550,198.340,7.420,95.000,100.000,262.600,560.000,84.000,83.688,428.269,44.800,1421.653,47.659
0.5,0.010,79.740,224.700,7.356,95.000,100.000,263.600,556.000,84.000,83.875,430.125,45.000,1411.384,47.298
0.5,0.015,79.045,246.150,7.307,95.000,100.000,264.000,558.000,84.000,84.000,430.456,45.300,1403.020,47.028
0.5,0.015,78.460,255.570,7.284,95.000,100.000,264.000,556.000,84.000,84.094,431.947,46.000,1393.060,46.699
0.5,0.010,78.060,257.880,7.275,95.000,100.000,265.200,556.000,84.000,84.188,433.272,46.000,1386.150,46.453
0.5,0.015,68.280,258.000,7.262,79.500,82.850,265.000,556.000,84.000,84.281,433.438,46.600,1367.970,46.053
0.5,0.010,8.920,249.490,10.946,22.250,18.630,187.800,514.000,84.000,84.375,431.947,47.000,1150.160,45.074
0.5,0.015,48.265,151.870,12.619,100.000,82.040,166.200,510.000,85.000,84.594,430.125,46.000,1101.880,44.683
0.5,0.010,57.150,213.150,5.651,99.900,95.010,197.800,512.000,85.000,84.688,430.953,46.000,1103.620,44.729
0.5,0.015,63.050,188.420,4.349,98.250,100.800,225.400,514.000,85.000,84.781,433.438,46.000,1118.160,45.309
0.5,0.010,64.605,154.550,4.185,95.050,101.000,240.800,522.000,85.000,84.875,434.762,46.000,1138.530,46.119
0.5,0.015,66.080,153.950,4.347,95.000,101.000,248.000,534.000,85.000,85.094,436.584,46.000,1163.670,47.123
0.5,0.015,68.120,207.530,4.702,96.150,101.000,252.600,544.000,85.000,85.188,437.087,46.000,1195.200,48.418
0.5,0.010,69.965,262.940,5.061,96.050,101.000,256.600,550.000,85.000,85.281,438.606,45.100,1228.196,49.738
0.5,0.015,71.765,279.760,5.446,95.850,100.811,261.000,552.000,86.000,85.375,439.450,45.000,1263.022,51.128
0.5,0.015,72.970,283.010,5.840,95.000,100.000,263.200,556.000,86.000,85.500,439.956,45.000,1299.120,52.594
0.5,0.015,74.855,283.110,6.267,95.000,100.000,266.200,558.000,86.000,85.594,440.125,45.800,1331.878,53.938
0.5,0.015,76.780,273.540,7.756,95.000,100.000,269.200,560.000,86.000,85.781,440.125,46.000,1365.960,55.319
0.5,0.015,78.635,250.780,7.834,95.000,100.000,271.800,564.000,86.000,85.781,440.291,46.000,1399.420,56.649
0.5,0.015,81.050,250.710,7.739,95.000,100.000,271.200,566.000,86.000,86.000,440.291,46.000,1431.250,57.953
0.5,0.020,82.795,253.490,7.647,94.350,99.260,268.200,568.000,86.000,86.000,442.444,46.700,1463.810,59.273
0.5,0.015,84.695,252.680,7.579,95.100,99.000,266.000,572.000,87.000,86.188,443.438,47.000,1494.980,60.549
0.5,0.015,68.795,248.190,7.513,72.300,73.330,263.400,572.000,87.000,86.281,443.438,47.100,1506.310,61.394
0.5,0.020,4.645,232.330,12.023,11.800,9.850,184.000,542.000,87.000,86.375,441.450,47.800,1339.750,61.718
0.5,0.015,50.000,139.310,14.074,95.450,76.700,165.400,536.000,87.000,86.500,437.087,47.000,1273.450,62.358
0.5,0.020,67.045,190.880,7.945,100.000,94.950,215.000,542.000,87.000,86.688,439.113,47.000,1290.190,63.209
0.5,0.015,73.675,235.280,7.009,96.550,100.000,253.800,546.000,87.000,86.781,440.125,47.000,1312.250,64.263
0.5,0.020,75.015,200.190,6.981,95.000,100.000,266.600,552.000,87.000,86.875,440.125,47.000,1334.420,65.378
0.5,0.020,76.210,196.490,7.085,95.000,100.000,269.800,554.000,87.000,87.000,440.622,47.000,1355.350,66.388
0.5,0.015,77.475,223.580,7.106,95.000,100.000,270.000,556.000,88.000,87.094,442.444,46.600,1377.405,67.473
0.5,0.020,78.740,260.380,7.050,95.000,100.000,270.000,558.000,88.000,87.281,442.609,46.000,1399.850,68.559
0.5,0.020,80.275,269.390,6.994,95.000,100.000,270.000,562.000,88.000,87.375,443.438,46.000,1421.496,69.614
0.5,0.020,82.092,269.120,6.939,94.950,99.990,270.000,564.000,88.000,87.500,443.769,46.000,1443.130,70.694
0.5,0.020,62.638,264.750,6.882,76.750,82.910,266.000,564.000,88.000,87.500,444.928,46.000,1456.160,71.523
0.5,0.020,7.410,249.450,11.029,14.950,11.580,193.200,528.000,88.000,87.688,443.272,46.000,1270.530,71.508
0.5,0.020,28.575,151.110,13.797,57.150,43.640,159.200,526.000,88.000,87.781,439.956,45.800,1236.330,71.803
0.5,0.020,2.875,215.410,12.525,8.450,5.380,141.200,500.000,88.000,87.875,437.094,45.000,1082.260,71.834
0.5,0.020,0.000,190.560,16.838,0.000,0.000,122.000,492.000,88.000,88.000,433.934,44.600,1022.490,71.703
0.5,0.020,0.000,94.430,18.983,0.000,0.000,115.400,492.000,88.000,88.000,430.456,44.000,1022.820,71.584
0.5,0.020,0.000,53.630,19.369,0.000,0.000,113.400,488.000,88.000,88.094,427.931,43.100,1019.550,71.363
0.5,0.020,8.495,40.420,19.678,30.000,13.090,112.000,480.000,89.000,88.188,424.266,42.600,1042.390,71.169
0.5,0.020,8.685,26.720,17.467,21.250,12.130,120.400,594.000,89.000,88.188,422.775,42.000,1685.290,70.468
0.5,0.020,0.000,100.920,18.602,0.000,0.000,127.800,580.000,89.000,88.281,419.281,41.000,1705.710,69.203
0.5,0.015,0.000,58.560,19.744,3.750,0.140,114.800,582.000,89.000,88.500,417.762,40.300,1671.910,67.813
0.5,0.020,15.585,18.480,19.046,48.450,18.168,124.200,582.000,89.000,88.500,416.087,39.500,1843.849,66.473
0.5,0.020,0.000,60.730,18.536,0.000,0.000,138.400,594.000,89.000,88.500,411.947,38.900,1923.811,64.543
0.5,0.015,0.000,59.730,19.621,0.000,0.000,122.200,588.000,89.000,88.500,410.125,38.000,1854.290,62.228
0.5,0.020,0.000,40.660,19.896,0.000,0.000,114.200,578.000,89.000,88.594,409.956,37.200,1772.490,59.469
0.5,0.015,0.000,29.180,20.055,0.000,0.000,112.000,566.000,89.000,88.688,408.269,36.800,1692.840,56.789
0.5,0.015,0.000,25.010,20.161,0.000,0.000,111.600,558.000,89.000,88.688,407.931,36.000,1611.360,54.063
0.5,0.015,0.000,22.500,20.238,0.000,0.000,110.000,552.000,88.000,88.688,406.750,35.900,1538.350,51.564
0.5,0.010,11.435,12.820,20.543,31.400,13.920,111.800,550.000,88.000,88.781,405.922,35.000,1515.790,49.973
0.5,0.015,4.580,17.120,18.324,9.050,5.570,128.600,588.000,88.000,88.875,403.603,35.000,1735.920,48.343
0.5,0.015,0.000,67.380,19.011,0.000,0.000,130.000,574.000,88.000,89.000,400.456,34.000,1665.020,46.198
0.5,0.010,15.500,43.650,20.038,43.050,17.300,119.400,576.000,88.000,89.000,399.281,33.900,1694.300,44.934
0.5,0.015,0.000,58.446,17.836,0.600,0.830,137.000,586.000,88.000,89.000,395.759,33.000,1902.530,43.288
0.5,0.010,0.000,82.896,19.671,0.000,0.000,130.200,590.000,88.000,89.000,393.438,33.000,1814.930,41.103
0.5,0.010,0.000,44.500,20.015,0.000,0.000,116.400,576.000,88.000,89.000,392.775,32.300,1733.760,39.288
0.5,0.010,0.000,32.260,20.168,0.000,0.000,112.800,562.000,88.000,89.000,392.775,32.000,1638.923,37.163
0.5,0.010,0.000,25.140,20.253,0.000,0.000,111.800,552.000,88.000,89.000,391.781,32.000,1546.579,35.073
0.5,0.010,0.000,19.990,20.316,0.000,0.000,110.000,544.000,88.000,89.094,390.622,32.000,1463.520,33.188
0.5,0.010,0.000,16.750,20.354,0.000,0.000,110.000,536.000,88.000,89.094,390.456,32.000,1389.430,31.514
