Tempo_unidade_s,Distancia_percorrida_pelo_veiculo_unidade_km,Consumo_de_combustivel_unidade_Lporh,Nivel_de_gases_NOx_na_saida_do_catalisador_unidade_ppm,Oxigenio_na_saida_do_catalisador_unidade_%,Porcentagem_de_carga_unidade_%,Porcentagem_de_torque_atual_do_motor_unidade_%,Pressao_do_ar_na_admissao_unidade_kPa,Pressao_do_oleo_do_motor_unidade_kPa,Temperatura_da_agua_unidade_deg_C,Temperatura_do_oleo_do_motor_unidade_deg_C,Temperatura_dos_gases_de_entrada_no_catalisador_unidade_deg_C,Temperatura_no_coletor_de_admissao_unidade_deg_C,Velocidade_do_motor_unidade_rpm,Velocidade_do_veiculo_unidade_kmporh
0.5,0.005,58.835,1166.670,20.970,73.700,64.560,224.200,596.000,46.000,48.875,188.562,35.000,1690.780,12.403
0.5,0.005,58.630,1167.130,20.970,73.450,63.380,224.000,596.000,46.000,49.000,190.741,36.000,1714.300,12.574
0.5,0.005,58.740,1167.500,20.970,73.450,62.430,224.000,596.000,47.000,49.094,192.022,36.500,1739.720,12.773
0.5,0.000,58.705,1167.920,20.970,72.500,60.940,224.200,596.000,47.000,49.188,193.816,37.100,1781.680,13.039
0.5,0.005,58.420,1168.300,20.970,71.000,58.630,226.000,596.000,47.000,49.375,195.866,38.000,1839.160,13.489
0.5,0.005,54.120,1169.030,20.970,66.150,53.810,226.000,596.000,47.000,49.500,196.762,38.700,1868.630,13.733
0.5,0.000,7.200,1169.760,20.970,15.750,11.580,185.800,592.000,47.000,49.688,196.762,39.000,1438.030,12.234
0.5,0.005,39.210,1170.630,20.970,78.850,55.850,145.600,596.000,47.000,49.781,195.609,39.000,1341.690,11.888
0.5,0.005,60.030,1171.130,20.970,97.650,78.640,176.600,596.000,48.000,49.875,199.325,39.000,1404.800,12.418
0.5,0.005,60.770,1171.850,20.970,86.550,72.550,210.000,596.000,48.000,50.094,204.322,39.900,1543.470,13.633
0.5,0.000,59.560,1172.370,20.970,76.750,66.710,222.800,596.000,48.000,50.188,207.012,40.000,1652.850,14.639
0.5,0.005,58.870,1172.740,20.970,74.050,63.600,226.000,596.000,48.000,50.375,209.447,40.000,1714.600,15.203
0.5,0.005,13.050,1173.360,20.970,21.350,17.360,199.000,590.000,48.000,50.594,210.216,40.400,1422.950,14.579
0.5,0.005,45.905,1173.815,20.970,86.100,65.170,155.200,578.000,49.000,50.688,208.806,40.100,1333.030,14.283
0.5,0.005,60.445,1174.759,20.970,95.250,81.794,186.000,596.000,49.000,50.875,212.778,40.000,1358.444,14.553
0.5,0.000,61.135,1175.212,20.970,86.500,77.490,214.400,596.000,49.000,51.000,217.647,40.000,1448.081,15.508
0.5,0.005,60.900,1175.900,20.970,79.850,73.327,226.000,596.000,49.000,51.188,221.106,40.000,1524.926,16.313
0.5,0.005,60.160,1176.460,20.970,76.250,70.220,229.000,596.000,49.000,51.281,223.669,40.900,1580.950,16.933
0.5,0.005,59.650,1177.740,20.970,74.500,67.840,230.000,596.000,49.000,51.500,224.950,41.000,1626.180,17.423
0.5,0.005,59.245,1178.360,20.970,73.500,66.490,230.400,596.000,50.000,51.594,226.359,41.000,1650.780,17.688
0.5,0.005,58.840,1179.600,20.970,72.200,65.040,230.600,596.000,50.000,51.781,227.256,41.000,1673.170,17.954
0.5,0.005,14.325,1180.550,20.970,22.000,18.600,203.400,596.000,50.000,52.000,227.512,41.000,1459.530,16.653
0.5,0.005,24.135,1181.320,20.970,57.700,38.980,143.600,574.000,50.000,52.094,225.206,41.000,1228.050,15.519
0.5,0.005,48.935,1182.570,20.970,100.000,77.500,155.200,562.000,50.000,52.281,226.744,41.000,1176.720,14.874
0.5,0.005,58.750,1183.930,20.970,100.000,88.830,182.800,584.000,51.000,52.375,231.741,41.000,1216.190,15.408
0.5,0.005,67.410,1184.920,20.970,100.000,94.768,210.400,596.000,51.000,52.594,236.866,41.000,1290.773,16.309
0.5,0.005,77.265,1185.810,20.970,98.567,99.116,240.400,596.000,51.000,52.688,241.734,41.000,1388.133,17.534
0.5,0.005,84.200,1186.860,20.970,95.050,99.040,261.800,596.000,51.000,52.875,246.741,41.000,1489.232,18.828
0.5,0.005,85.980,1188.010,20.970,92.500,95.680,261.200,596.000,51.000,53.094,251.363,41.000,1591.350,20.128
0.5,0.005,86.985,1189.160,20.970,93.250,92.679,256.000,596.000,51.000,53.188,254.803,41.300,1672.515,21.159
0.5,0.005,61.490,1190.370,20.970,65.600,65.360,248.000,596.000,52.000,53.375,258.569,42.000,1681.760,21.403
0.5,0.005,5.955,1191.020,20.970,12.050,8.990,181.400,586.000,52.000,53.500,257.031,42.000,1363.580,19.868
0.5,0.005,39.345,1192.100,20.970,89.850,62.380,145.200,568.000,52.000,53.688,254.800,42.000,1225.530,18.768
0.5,0.005,54.875,1193.460,20.970,100.000,85.290,171.800,570.000,52.000,53.781,257.587,42.000,1193.750,18.283
0.5,0.005,62.075,1194.670,20.970,100.000,93.920,200.800,582.000,53.000,54.000,262.456,42.000,1210.400,18.529
0.5,0.005,67.235,1195.700,20.970,100.000,97.480,222.400,590.000,53.000,54.094,266.481,42.000,1245.170,19.074
0.5,0.005,72.025,1197.080,20.970,99.000,99.800,239.000,596.000,53.000,54.281,270.800,42.000,1286.470,19.669
0.5,0.010,74.840,1198.250,20.970,95.650,100.000,251.600,596.000,53.000,54.375,274.281,42.000,1330.130,20.373
0.5,0.005,77.475,1199.570,20.970,95.000,100.000,259.600,596.000,53.000,54.594,277.738,42.200,1377.200,21.073
0.5,0.005,80.790,1201.160,20.970,95.000,100.000,265.200,596.000,54.000,54.688,280.913,43.000,1425.970,21.824
0.5,0.005,83.455,1202.780,20.970,94.200,99.040,265.600,596.000,54.000,54.875,284.675,43.000,1475.921,22.598
0.5,0.005,85.455,1203.980,20.970,94.300,98.325,263.400,596.000,54.000,55.000,287.594,43.400,1522.227,23.313
0.5,0.010,85.235,1205.160,20.970,92.800,96.790,260.800,596.000,54.000,55.094,290.925,44.000,1558.300,23.859
0.5,0.005,85.815,1206.700,20.970,91.700,95.440,259.000,596.000,54.000,55.281,293.997,44.500,1592.880,24.399
0.5,0.005,86.210,1208.290,20.970,92.800,94.450,258.000,596.000,55.000,55.375,297.316,45.000,1619.390,24.813
0.5,0.010,86.475,1209.840,20.970,93.350,93.430,256.200,596.000,55.000,55.594,299.578,46.000,1646.210,25.223
0.5,0.005,86.590,1211.290,20.970,93.050,92.270,256.000,596.000,55.000,55.688,302.156,46.600,1672.640,25.633
0.5,0.010,48.535,1213.190,20.970,50.650,50.520,248.200,596.000,55.000,55.875,304.812,47.300,1545.090,25.104
0.5,0.005,22.190,1214.410,20.970,48.850,35.140,165.800,570.000,55.000,56.094,302.312,48.000,1283.660,24.138
0.5,0.005,55.260,1215.840,20.970,100.000,83.610,171.400,558.000,56.000,56.281,302.000,48.000,1231.420,22.994
0.5,0.010,63.055,1217.560,20.970,100.000,94.130,204.600,576.000,56.000,56.375,305.281,48.000,1226.100,22.973
0.5,0.005,67.305,1219.000,20.970,100.000,98.230,227.600,582.000,56.000,56.594,309.031,48.000,1232.580,23.054
0.5,0.005,70.470,1221.100,20.970,99.550,100.600,241.600,584.000,56.000,56.781,312.156,48.000,1245.160,23.284
0.5,0.010,72.035,1222.440,20.970,97.250,100.920,250.600,588.000,57.000,56.875,315.594,48.000,1264.870,23.668
0.5,0.005,72.140,1224.490,20.970,95.100,100.010,254.200,590.000,57.000,57.094,318.719,48.000,1283.740,24.008
0.5,0.005,73.020,1226.330,20.970,95.000,100.000,256.000,590.000,57.000,57.281,321.062,48.000,1298.048,24.298
0.5,0.010,73.635,1228.020,20.970,95.000,100.000,258.000,592.000,57.000,57.375,323.250,48.000,1308.849,24.509
0.5,0.005,74.195,1230.170,20.970,95.000,100.000,258.800,592.000,57.000,57.594,325.750,48.000,1319.490,24.683
0.5,0.005,74.725,1232.150,20.970,95.000,100.000,260.200,590.000,58.000,57.688,328.406,48.000,1328.500,24.853
0.5,0.010,75.310,1233.760,20.970,95.000,100.000,262.200,590.000,58.000,57.875,331.062,48.000,1339.050,25.054
0.5,0.005,75.730,1235.680,20.970,95.000,100.000,263.800,590.000,58.000,58.000,332.000,48.000,1345.810,25.198
0.5,0.005,76.005,1237.560,20.970,95.000,100.000,264.000,588.000,58.000,58.188,334.656,48.000,1350.670,25.283
0.5,0.010,76.195,1239.800,20.970,95.000,100.000,264.000,588.000,58.000,58.281,337.469,48.600,1354.220,25.364
0.5,0.005,76.500,1241.580,20.970,95.000,100.000,265.600,590.000,59.000,58.375,338.875,49.000,1360.010,25.463
0.5,0.010,76.865,1243.730,20.970,95.000,100.000,266.000,592.000,59.000,58.594,340.906,49.000,1365.500,25.554
0.5,0.005,77.200,1245.860,20.970,95.000,100.000,266.800,590.000,59.000,58.781,343.719,49.800,1372.570,25.683
0.5,0.010,77.985,1247.800,20.970,95.000,100.000,268.000,590.000,59.000,58.875,344.969,50.000,1385.690,25.934
0.5,0.005,78.455,1250.020,20.970,95.000,100.000,268.600,592.000,59.000,59.094,347.781,50.600,1394.520,26.088
0.5,0.005,79.095,1252.040,20.970,95.000,100.000,268.000,592.000,60.000,59.188,349.812,51.000,1404.050,26.283
0.5,0.010,80.155,1254.380,20.970,95.000,100.000,268.000,596.000,60.000,59.375,351.781,51.600,1418.004,26.544
0.5,0.005,81.565,1256.680,20.970,95.000,100.000,268.000,596.000,60.000,59.594,353.934,52.000,1435.989,26.863
0.5,0.010,82.435,1259.100,20.970,94.750,99.750,268.000,596.000,60.000,59.688,356.584,52.556,1450.486,27.144
0.5,0.005,82.395,1261.690,20.970,95.150,99.150,266.000,596.000,61.000,59.875,359.281,53.000,1459.540,27.309
0.5,0.010,83.535,1264.250,20.970,95.900,99.000,266.000,596.000,61.000,60.094,361.947,53.750,1478.180,27.653
0.5,0.010,84.830,1266.900,20.970,96.050,99.000,266.000,596.000,61.000,60.281,364.100,54.000,1496.190,27.998
0.5,0.005,85.335,1269.700,20.970,96.550,98.570,264.400,596.000,61.000,60.500,366.750,54.700,1512.140,28.284
0.5,0.010,85.175,1272.250,20.970,96.000,98.000,262.000,596.000,62.000,60.688,369.113,55.000,1528.720,28.603
0.5,0.005,85.040,1274.810,20.970,95.050,97.050,261.000,596.000,62.000,61.000,370.953,55.700,1547.850,28.953
0.5,0.010,85.490,1277.120,20.970,94.550,96.530,260.000,596.000,62.000,61.188,373.272,56.000,1567.000,29.314
0.5,0.010,85.730,1280.130,20.970,93.550,95.570,260.000,596.000,63.000,61.375,374.762,56.600,1589.300,29.724
0.5,0.005,41.430,1282.510,20.970,43.400,43.290,240.000,596.000,63.000,61.594,376.584,57.000,1443.460,29.219
0.5,0.010,34.970,1285.270,20.970,71.750,55.600,167.800,566.000,63.000,61.875,373.769,57.000,1271.810,28.838
0.5,0.005,61.200,1287.800,20.970,100.000,89.750,196.600,574.000,63.000,62.094,373.603,57.000,1258.550,28.434
0.5,0.010,68.435,1290.280,20.970,100.000,97.130,229.000,580.000,64.000,62.281,376.087,56.200,1275.890,28.858
0.5,0.010,73.080,1292.670,20.970,97.850,100.000,251.200,582.000,64.000,62.500,377.762,56.000,1301.380,29.423
0.5,0.005,75.220,1295.020,20.970,95.150,100.000,261.000,582.000,64.000,62.688,379.956,56.000,1337.640,30.263
0.5,0.010,77.205,1297.550,20.970,95.000,100.000,266.400,588.000,64.000,63.000,380.953,56.000,1373.402,31.038
0.5,0.010,79.810,1300.240,20.970,95.000,100.000,269.800,592.000,64.000,63.188,382.609,56.000,1414.728,31.968
0.5,0.010,82.750,1303.080,20.970,94.750,99.400,270.200,594.000,65.000,63.375,383.272,56.000,1460.833,33.033
0.5,0.005,84.945,1305.830,20.970,95.550,98.640,267.800,596.000,65.000,63.594,385.259,56.000,1509.550,34.088
0.5,0.010,20.765,1308.750,20.970,22.950,22.000,222.000,578.000,65.000,63.875,385.425,56.000,1330.780,33.853
0.5,0.010,46.315,1311.520,20.970,91.950,74.180,168.600,558.000,65.000,64.094,381.947,55.800,1239.050,34.214
0.5,0.010,62.520,1314.250,20.970,100.000,92.060,202.800,572.000,66.000,64.281,383.106,55.000,1250.590,34.608
0.5,0.010,70.175,1317.170,20.970,99.950,98.100,233.400,578.000,66.000,64.500,384.928,55.000,1290.650,35.708
0.5,0.010,75.540,1319.910,20.970,96.900,100.000,256.600,586.000,66.000,64.594,386.584,55.000,1344.500,37.188
0.5,0.010,78.930,1322.830,20.970,95.000,100.000,268.200,588.000,66.000,64.781,387.594,55.000,1402.940,38.813
0.5,0.015,82.965,1325.800,20.970,94.750,99.380,270.800,594.000,67.000,65.000,390.125,55.000,1468.310,40.578
0.5,0.010,85.570,1328.554,20.970,94.400,97.780,267.400,596.000,67.000,65.188,390.456,55.000,1536.530,42.488
0.5,0.010,85.920,1331.260,20.970,93.500,95.110,261.000,596.000,67.000,65.281,392.444,55.000,1604.140,44.344
0.5,0.015,36.460,1334.160,20.970,36.200,35.010,235.200,596.000,67.000,65.594,393.272,55.000,1629.960,45.358
0.5,0.010,0.000,1336.784,20.970,0.000,0.000,158.800,596.000,67.000,65.688,388.103,55.000,1656.982,45.878
0.5,0.015,0.000,1339.710,20.970,0.000,0.000,136.200,590.000,68.000,65.875,382.609,54.600,1652.089,45.759
0.5,0.010,0.000,1342.370,20.970,0.000,0.000,117.600,596.000,68.000,66.094,380.125,54.000,1643.780,45.558
0.5,0.015,0.000,1345.200,20.970,0.000,0.000,111.400,596.000,68.000,66.281,378.438,53.300,1640.020,45.404
0.5,0.010,0.000,1347.680,20.970,0.000,0.000,110.000,596.000,68.000,66.500,376.919,52.700,1637.580,45.358
0.5,0.015,0.000,1349.920,20.970,0.000,0.000,110.000,596.000,68.000,66.688,376.253,52.000,1641.000,45.429
0.5,0.015,0.000,1352.230,20.970,0.000,0.000,110.000,596.000,68.000,66.781,374.597,51.000,1654.020,45.779
0.5,0.010,0.000,1354.500,20.970,0.000,0.000,110.000,596.000,69.000,67.000,373.603,50.200,1670.130,46.248
0.5,0.015,0.000,1356.380,20.970,0.000,0.000,110.000,596.000,69.000,67.188,373.272,49.300,1685.990,46.669
0.5,0.010,0.000,1358.390,20.970,0.000,0.000,110.000,596.000,69.000,67.375,372.113,48.400,1703.310,47.143
0.5,0.015,0.000,1360.640,20.970,0.000,0.000,110.000,596.000,69.000,67.594,370.456,47.500,1718.550,47.569
0.5,0.015,0.000,1362.860,20.970,0.000,0.000,110.000,596.000,69.000,67.781,370.125,46.500,1739.000,48.123
0.5,0.010,0.000,1364.550,20.970,0.000,0.000,110.000,596.000,69.000,67.875,370.125,45.600,1758.340,48.663
0.5,0.015,0.000,1366.880,20.970,0.000,0.000,108.800,596.000,69.000,68.094,369.113,44.700,1801.040,49.793
0.5,0.015,1.640,1369.020,20.970,4.300,2.839,123.800,596.000,70.000,68.281,365.922,43.700,1732.399,51.269
0.5,0.015,3.215,1371.290,20.970,6.500,3.314,130.400,586.000,70.000,68.375,361.947,42.600,1576.466,52.773
0.5,0.015,0.000,1373.280,20.970,0.000,0.000,127.000,596.000,70.000,68.594,358.097,41.600,1614.168,53.998
0.5,0.015,0.000,1375.150,20.970,0.000,0.000,118.400,590.000,70.000,68.688,355.756,40.600,1641.030,54.958
0.5,0.015,0.000,1377.150,20.970,0.000,0.000,111.200,596.000,70.000,68.781,353.934,39.700,1661.430,55.609
0.5,0.015,0.000,1379.200,20.970,0.000,0.000,110.000,596.000,70.000,69.000,353.438,39.000,1678.740,56.163
0.5,0.015,0.000,1381.370,20.970,0.000,0.000,110.000,596.000,71.000,69.094,352.941,38.200,1696.070,56.763
0.5,0.015,0.000,1382.720,20.970,0.000,0.000,110.000,596.000,71.000,69.281,352.775,37.800,1707.430,57.143
0.5,0.020,0.000,1384.630,20.970,0.000,0.000,110.000,596.000,71.000,69.281,351.284,37.000,1725.480,57.728
0.5,0.015,0.000,1386.200,20.970,0.000,0.000,110.000,596.000,71.000,69.500,351.119,36.500,1735.400,58.088
0.5,0.015,0.000,1387.630,20.970,0.000,0.000,109.200,596.000,71.000,69.500,350.456,36.000,1751.480,58.588
0.5,0.015,5.415,1389.050,20.970,14.600,7.510,115.400,588.000,71.000,69.594,349.812,35.300,1582.140,59.823
0.5,0.020,1.185,1390.650,20.970,3.150,2.150,123.800,578.000,71.000,69.688,347.469,35.000,1504.930,61.019
0.5,0.015,0.000,1392.080,20.970,0.000,0.000,120.600,580.000,71.000,69.781,344.031,34.000,1522.640,61.623
0.5,0.020,0.000,1393.640,20.970,0.000,0.000,112.000,596.000,71.000,69.781,343.875,33.800,1538.760,62.313
0.5,0.015,0.000,1395.500,20.970,0.000,0.000,110.000,596.000,71.000,69.875,343.719,33.000,1554.833,62.974
0.5,0.020,0.000,1397.230,20.970,0.000,0.000,110.000,596.000,71.000,69.875,343.094,33.000,1572.043,63.624
0.5,0.015,0.000,1398.830,20.970,0.000,0.000,108.800,596.000,71.000,70.094,342.469,32.600,1586.380,64.244
0.5,0.020,0.000,1400.810,20.970,0.000,0.000,108.000,596.000,72.000,70.094,341.375,32.000,1602.780,64.859
0.5,0.015,0.000,1402.920,20.970,0.000,0.000,108.000,596.000,72.000,70.094,341.062,32.000,1617.800,65.528
0.5,0.020,0.000,1404.120,20.970,0.000,0.000,108.000,596.000,72.000,70.281,340.906,32.000,1633.330,66.139
0.5,0.020,0.000,1405.860,20.970,0.000,0.000,109.400,596.000,72.000,70.281,340.750,31.000,1637.020,66.333
0.5,0.015,0.000,1407.800,20.970,0.000,0.000,110.000,596.000,72.000,70.281,340.750,31.000,1626.590,65.928
0.5,0.020,0.000,1408.620,20.970,0.000,0.000,110.000,592.000,72.000,70.281,340.750,31.000,1612.290,65.343
0.5,0.020,0.000,1410.040,20.970,0.000,0.000,110.000,592.000,72.000,70.375,340.750,30.700,1597.490,64.728
0.5,0.015,0.000,1411.310,20.970,0.000,0.000,110.000,588.000,72.000,70.500,340.750,30.000,1582.320,64.139
0.5,0.020,0.000,1412.230,20.970,0.000,0.000,110.000,588.000,72.000,70.500,340.750,30.000,1570.890,63.629
0.5,0.015,0.000,1413.830,20.970,0.000,0.000,110.000,584.000,72.000,70.500,340.750,30.000,1563.860,63.384
0.5,0.020,0.000,1414.870,20.970,0.000,0.000,110.000,586.000,72.000,70.594,340.125,30.000,1547.930,62.733
0.5,0.015,0.000,1416.030,20.970,0.000,0.000,110.000,584.000,72.000,70.688,340.438,29.500,1542.280,62.479
0.5,0.020,0.000,1417.170,20.970,0.000,0.000,110.000,586.000,72.000,70.688,340.281,29.000,1549.068,62.738
0.5,0.015,0.000,1418.840,20.970,0.000,0.000,110.000,588.000,72.000,70.688,339.500,29.000,1551.556,62.853
0.5,0.020,0.000,1420.320,20.970,0.000,0.000,110.000,586.000,72.000,70.688,339.188,29.000,1538.170,62.358
0.5,0.015,0.000,1421.830,20.970,0.000,0.000,110.000,576.000,72.000,70.781,338.875,29.000,1507.680,61.149
0.5,0.015,0.000,1423.200,20.970,0.000,0.000,109.400,574.000,72.000,70.875,338.562,29.000,1483.350,60.098
0.5,0.020,0.000,1424.900,20.970,0.000,0.000,110.400,576.000,72.000,70.875,337.469,28.700,1469.440,59.553
0.5,0.015,0.000,1426.210,20.970,0.000,0.000,118.000,576.000,72.000,70.875,335.438,28.000,1406.630,58.949
0.5,0.015,10.510,1427.780,20.970,38.050,19.690,120.200,536.000,72.000,70.875,331.844,28.000,1054.680,58.869
0.5,0.020,22.945,1429.410,20.970,78.600,44.420,126.800,537.333,72.000,70.875,331.375,28.000,1006.060,58.538
0.5,0.015,30.155,1430.710,20.970,70.100,42.960,128.000,592.000,72.000,70.875,331.375,28.000,1360.920,58.754
0.5,0.015,63.715,1431.730,20.970,100.000,79.970,172.600,590.000,72.000,71.000,332.469,28.000,1456.460,58.973
0.5,0.015,16.540,1433.450,20.970,23.100,21.340,203.000,560.000,72.000,71.094,335.438,28.000,1374.950,58.834
0.5,0.020,28.035,1434.830,20.970,61.000,44.220,148.000,556.000,72.000,71.094,332.156,28.000,1212.960,58.898
0.5,0.015,56.840,1435.930,20.970,100.000,86.780,171.600,566.000,72.000,71.094,332.625,28.000,1208.880,59.219
0.5,0.015,65.660,1437.680,20.970,100.000,97.280,211.400,568.000,72.000,71.094,337.156,28.000,1220.690,59.818
0.5,0.020,70.325,1439.390,20.970,97.550,100.940,239.800,568.000,72.000,71.094,340.906,28.500,1235.096,60.499
0.5,0.015,71.335,1440.920,20.970,96.000,101.000,251.800,570.000,72.000,71.094,343.875,29.000,1250.179,61.253
0.5,0.015,72.070,1442.820,20.970,95.950,100.940,255.200,572.000,72.000,71.094,346.531,29.400,1265.540,61.973
0.5,0.020,72.050,1444.690,20.970,95.000,100.020,256.000,574.000,72.000,71.094,349.031,30.000,1280.030,62.738
0.5,0.015,48.740,1446.530,20.970,65.200,67.760,254.000,572.000,72.000,71.094,350.953,30.800,1277.980,62.939
0.5,0.020,3.375,1448.860,20.970,7.750,6.370,172.800,534.000,72.000,71.094,349.344,31.000,1100.260,62.784
0.5,0.015,0.000,1450.560,20.970,0.000,0.000,128.200,554.000,72.000,71.094,345.281,31.000,1077.650,62.389
0.5,0.020,0.000,1452.520,20.970,0.000,0.000,116.800,548.000,72.000,71.094,342.000,31.000,1067.190,61.829
0.5,0.015,0.000,1454.050,20.970,0.000,0.000,113.600,542.000,72.000,71.188,339.656,31.000,1056.360,61.273
0.5,0.020,6.275,1456.070,20.970,26.300,12.380,112.000,586.000,73.000,71.188,337.469,31.000,1137.560,60.913
0.5,0.015,0.000,1457.840,20.970,0.000,0.000,113.600,590.000,73.000,71.281,334.344,30.600,1223.880,59.998
0.5,0.015,0.000,1459.140,20.970,0.000,0.000,114.000,572.000,73.000,71.281,331.375,30.000,1198.700,58.789
0.5,0.015,3.420,1460.810,20.970,24.400,5.900,113.800,538.000,73.000,71.281,329.812,30.000,1148.790,57.039
0.5,0.020,19.700,1462.080,20.970,53.950,24.820,119.800,596.000,73.000,71.281,327.469,30.000,1701.310,54.543
0.5,0.010,0.005,1463.440,20.970,0.000,0.000,131.800,592.000,73.000,71.281,325.594,29.000,1857.520,51.563
0.5,0.015,0.000,1464.900,20.970,0.000,0.000,119.600,596.000,73.000,71.375,324.969,29.000,1732.360,48.129
0.5,0.015,0.000,1466.520,20.970,0.000,0.000,112.800,572.000,73.000,71.500,324.188,29.000,1591.990,44.268
0.5,0.010,0.000,1467.200,20.970,0.000,0.000,109.600,550.000,72.000,71.500,323.875,29.000,1447.305,40.264
0.5,0.010,23.675,1468.820,20.970,59.650,28.203,119.000,592.000,72.000,71.500,322.625,29.000,1686.367,36.639
0.5,0.010,0.005,1469.720,20.970,0.000,0.000,135.200,594.000,72.000,71.594,321.531,29.000,1713.047,32.363
0.5,0.010,0.000,1471.070,20.970,0.000,0.000,123.800,564.000,72.000,71.688,318.875,28.700,1488.720,28.044
0.5,0.005,6.445,1472.030,20.970,24.900,9.900,113.400,562.000,72.000,71.688,318.719,28.000,1340.320,24.873
0.5,0.005,3.980,1473.580,20.970,9.700,5.080,118.600,596.000,72.000,71.781,316.844,28.000,1521.120,23.638
0.5,0.010,0.000,1474.710,20.970,0.000,0.000,120.800,594.000,72.000,71.875,314.812,28.000,1496.530,22.978
0.5,0.005,0.000,1476.090,20.970,0.000,0.000,113.200,572.000,72.000,71.875,313.406,28.000,1432.610,22.003
0.5,0.005,0.000,1477.230,20.970,0.000,0.000,110.000,558.000,72.000,72.000,312.781,28.000,1367.000,20.988
0.5,0.005,0.000,1478.895,20.970,0.000,0.000,109.600,550.000,72.000,72.094,312.625,28.000,1305.790,20.038
0.5,0.005,0.000,1479.690,20.970,0.050,0.010,107.200,558.000,72.000,72.094,312.625,28.000,1277.950,19.563
0.5,0.005,3.875,1480.860,20.970,11.450,6.060,111.800,562.000,72.000,72.094,310.750,28.000,1281.850,19.683
0.5,0.005,19.285,1481.880,20.970,53.000,29.320,116.000,592.000,72.000,72.188,309.344,28.000,1364.060,20.723
0.5,0.010,54.415,1482.910,20.970,98.150,69.080,145.600,596.000,72.000,72.188,309.344,28.000,1473.120,22.513
0.5,0.005,80.055,1483.920,20.970,96.850,85.780,215.400,596.000,72.000,72.281,313.094,28.500,1685.550,25.699
0.5,0.010,31.180,1484.870,20.970,28.683,29.480,237.400,574.000,72.000,72.281,315.594,29.000,1667.161,28.264
0.5,0.005,4.675,1486.100,20.970,14.550,9.140,156.600,532.000,72.000,72.281,312.000,29.000,1152.950,30.043
0.5,0.010,35.455,1486.910,20.970,88.600,58.340,135.200,564.000,72.000,72.281,309.500,29.000,1172.850,32.274
0.5,0.010,56.205,1488.250,20.970,100.000,83.911,166.200,580.000,72.000,72.281,311.844,29.000,1246.646,34.418
0.5,0.010,70.365,1489.290,20.970,99.850,95.830,211.400,584.000,72.000,72.375,317.156,29.800,1327.280,36.683
0.5,0.010,79.280,1490.250,20.970,95.300,100.000,253.400,590.000,72.000,72.375,321.688,30.000,1405.160,38.833
0.5,0.010,83.690,1491.530,20.970,94.500,99.130,265.600,594.000,72.000,72.375,325.281,31.000,1479.590,40.919
0.5,0.015,85.235,1492.730,20.970,93.150,97.190,261.800,596.000,73.000,72.375,329.604,31.600,1546.660,42.763
0.5,0.010,86.280,1493.880,20.970,91.750,94.710,257.800,596.000,73.000,72.375,332.156,32.400,1617.310,44.744
0.5,0.015,59.800,1495.180,20.970,60.550,62.810,250.600,596.000,73.000,72.375,335.125,33.400,1656.500,46.049
0.5,0.010,2.070,1496.620,20.970,5.700,3.870,180.400,534.000,73.000,72.500,332.625,34.000,1312.660,46.773
0.5,0.015,38.205,1497.830,20.970,88.650,63.060,145.000,560.000,73.000,72.500,330.750,35.000,1181.880,47.699
0.5,0.015,49.630,1498.990,20.970,85.700,75.280,175.800,566.000,73.000,72.594,332.469,35.000,1203.230,48.769
0.5,0.010,4.205,1500.080,20.970,40.950,7.832,162.200,552.000,73.000,72.594,333.250,35.000,1172.548,49.478
0.5,0.015,14.005,1501.390,20.970,42.200,18.340,134.000,596.000,73.000,72.594,331.375,35.000,1620.647,49.734
0.5,0.015,0.000,1502.500,20.970,0.000,0.000,132.400,594.000,73.000,72.688,329.500,34.600,1750.430,48.598
0.5,0.010,0.000,1503.870,20.970,0.000,0.000,117.800,596.000,73.000,72.781,328.094,34.000,1689.180,46.783
0.5,0.015,15.515,1504.340,20.970,45.750,19.410,114.400,592.000,73.000,72.781,327.000,34.000,1722.750,45.929
0.5,0.010,2.320,1505.450,20.970,2.250,1.680,135.600,594.000,73.000,72.781,325.594,34.000,1973.420,44.938
0.5,0.015,0.000,1506.378,20.541,0.000,0.000,130.800,596.000,73.000,72.875,323.719,34.000,1908.090,43.158
0.5,0.010,0.000,nan,-0.466,0.000,0.000,116.400,596.000,73.000,73.000,324.188,34.000,1828.800,41.453
0.5,0.010,0.000,nan,-0.466,0.000,0.000,112.600,594.000,73.000,73.094,324.812,33.100,1744.450,39.573
0.5,0.015,0.000,nan,-0.466,0.000,0.000,111.400,580.000,73.000,73.188,324.656,33.000,1636.970,37.128
0.5,0.005,0.000,nan,-0.466,0.000,0.000,110.000,560.000,73.000,73.281,324.656,33.000,1521.850,34.518
0.5,0.010,0.000,nan,-0.466,0.000,0.000,110.000,554.000,73.000,73.375,324.656,33.000,1430.260,32.428
0.5,0.010,0.000,nan,-0.466,0.000,0.000,110.000,554.000,73.000,73.500,324.812,32.100,1369.010,31.033
0.5,0.010,0.000,nan,-0.466,0.000,0.000,110.000,552.000,74.000,73.594,323.875,32.000,1315.850,29.833
0.5,0.005,0.000,nan,-0.466,0.000,0.000,108.200,554.000,74.000,73.688,323.719,32.000,1267.591,28.699
0.5,0.010,6.085,nan,-0.466,28.750,11.434,110.200,568.000,74.000,73.781,322.312,31.900,1302.358,27.273
