Tempo_unidade_s,Distancia_percorrida_pelo_veiculo_unidade_km,Consumo_de_combustivel_unidade_Lporh,Nivel_de_gases_NOx_na_saida_do_catalisador_unidade_ppm,Oxigenio_na_saida_do_catalisador_unidade_%,Porcentagem_de_carga_unidade_%,Porcentagem_de_torque_atual_do_motor_unidade_%,Posicao_do_pedal_do_acelerador_unidade_%,Pressao_do_ar_na_admissao_unidade_kPa,Pressao_do_oleo_do_motor_unidade_kPa,Temperatura_da_agua_unidade_deg_C,Temperatura_dos_gases_de_entrada_no_catalisador_unidade_deg_C,Temperatura_no_coletor_de_admissao_unidade_deg_C,Velocidade_do_motor_unidade_rpm,Velocidade_do_veiculo_unidade_kmporh
0.5,0.020,12.115,29.255,14.916,53.000,36.960,59.320,21.000,480.000,84.000,26.000,38.000,1707.440,81.248
0.5,0.025,12.105,31.860,14.619,52.650,36.560,92.000,22.000,480.000,84.000,26.000,38.000,1727.617,82.213
0.5,0.025,12.290,33.945,14.474,51.900,36.000,89.800,22.000,480.000,84.000,26.000,38.000,1747.620,83.159
0.5,0.020,12.485,36.120,14.378,51.350,36.000,86.640,23.000,480.000,84.000,26.000,38.000,1768.513,84.143
0.5,0.025,6.530,37.725,14.318,19.650,13.560,26.420,20.000,480.000,84.000,26.000,38.000,1776.842,84.739
0.5,0.025,0.000,39.190,16.509,0.000,0.000,0.000,7.000,480.000,84.000,26.000,38.000,1778.495,84.679
0.5,0.020,0.000,37.920,18.735,0.000,0.000,0.000,5.000,480.000,84.000,26.000,38.000,1770.793,84.288
0.5,0.025,0.000,32.315,19.433,0.000,0.000,0.000,4.000,480.000,84.000,26.000,38.000,1746.472,83.128
0.5,0.025,0.000,28.405,19.728,0.000,0.000,0.000,4.000,480.000,84.000,26.000,38.000,1736.555,82.638
0.5,0.025,0.000,26.525,19.915,0.000,0.000,0.000,4.000,480.000,84.000,26.000,38.000,1737.608,82.688
0.5,0.020,0.000,23.500,20.042,0.000,0.000,0.000,5.000,480.000,84.000,26.000,38.000,1737.655,82.694
0.5,0.025,0.000,22.275,20.135,0.000,0.000,0.000,6.000,480.000,84.000,26.000,38.000,1739.035,82.748
0.5,0.025,0.000,21.150,20.203,0.000,0.000,0.000,6.000,480.000,84.000,26.000,38.500,1736.222,82.643
0.5,0.020,0.000,20.075,20.251,0.000,0.000,0.000,5.000,480.000,84.000,26.000,39.000,1707.972,81.309
0.5,0.015,0.000,18.830,20.289,0.000,0.000,0.000,4.000,480.000,84.000,26.000,39.000,1686.640,80.293
0.5,0.025,0.000,18.275,20.321,0.000,0.000,0.000,4.000,480.000,84.000,26.000,39.000,1682.580,80.094
0.5,0.025,0.000,17.500,20.345,0.000,0.000,0.000,4.000,480.000,84.000,26.000,39.000,1675.013,79.713
0.5,0.020,0.345,17.100,20.370,7.900,5.960,10.800,4.000,480.000,84.000,26.000,39.000,1679.740,79.679
0.5,0.025,11.915,15.605,19.304,53.150,36.840,72.100,15.000,480.000,84.000,26.000,39.500,1696.222,80.813
0.5,0.025,12.320,14.275,15.725,52.550,36.580,80.380,23.000,480.000,84.000,26.000,40.000,1726.465,82.143
0.5,0.025,12.300,24.170,15.086,51.850,36.000,87.880,24.000,480.000,83.000,26.000,40.000,1751.758,83.353
0.5,0.020,12.490,33.610,14.837,51.250,35.960,83.820,24.000,480.000,83.000,26.000,39.000,1775.520,84.489
0.5,0.025,12.685,41.400,14.690,51.200,35.440,82.200,24.000,480.000,83.000,26.000,39.000,1799.603,85.634
0.5,0.025,12.600,49.385,14.597,52.600,36.700,80.680,27.000,480.000,83.000,26.000,39.000,1820.205,86.634
0.5,0.020,12.905,58.330,14.494,55.250,39.020,73.800,27.000,480.000,83.000,26.000,39.000,1852.928,88.188
0.5,0.025,3.305,73.190,14.343,7.400,4.780,6.480,21.000,480.000,83.000,26.000,39.000,1860.342,88.738
0.5,0.025,0.000,79.720,17.369,0.000,0.000,0.000,8.000,480.000,83.000,26.000,39.000,1845.440,87.874
0.5,0.020,0.000,51.355,19.072,0.000,0.000,0.000,6.000,480.000,83.000,26.000,39.000,1796.372,85.543
0.5,0.025,0.000,32.200,19.598,0.000,0.000,0.000,6.000,480.000,83.000,26.000,39.000,1760.133,83.788
0.5,0.025,0.000,24.285,19.871,0.000,0.000,0.000,5.000,480.000,83.000,26.000,39.000,1732.947,82.503
0.5,0.020,0.000,20.025,20.026,0.000,0.000,0.000,5.000,480.000,83.000,26.000,39.000,1707.140,81.268
0.5,0.025,0.000,16.740,20.130,0.000,0.000,0.000,4.000,480.000,83.000,26.000,39.500,1677.440,79.884
0.5,0.025,0.000,14.800,20.199,0.000,0.000,0.000,5.000,480.000,83.000,26.000,40.000,1628.940,77.573
0.5,0.020,0.000,13.075,20.250,0.000,0.000,0.000,5.000,480.000,83.000,26.000,40.000,1570.152,74.773
0.5,0.020,0.000,12.285,20.295,0.000,0.000,0.000,5.000,480.000,83.000,26.000,40.000,1512.010,72.023
0.5,0.020,0.000,11.450,20.331,0.000,0.000,0.000,4.000,480.000,83.000,26.000,40.000,1459.892,69.519
0.5,0.015,0.000,10.850,20.359,0.000,0.000,0.000,4.000,480.000,83.000,26.000,40.000,1451.872,69.118
0.5,0.025,0.000,10.100,20.382,0.000,0.000,0.000,4.000,480.000,83.000,26.000,40.000,1424.598,67.843
0.5,0.015,0.000,9.775,20.400,0.000,0.000,0.000,4.000,480.000,83.000,26.000,40.000,1428.185,67.974
0.5,0.015,0.000,9.400,20.415,0.000,0.000,0.000,4.000,480.000,83.000,26.000,40.000,1434.000,68.253
0.5,0.025,0.000,8.950,20.429,0.000,0.000,0.000,4.000,480.000,83.000,26.000,40.000,1439.175,68.494
0.5,0.015,0.000,8.700,20.441,0.000,0.000,0.000,4.000,480.000,83.000,26.000,40.000,1447.332,68.873
0.5,0.025,0.000,8.300,20.450,0.000,0.000,0.000,4.000,480.000,83.000,26.000,40.000,1456.225,69.308
0.5,0.015,0.000,8.225,20.457,0.000,0.000,0.000,3.000,480.000,83.000,26.000,40.000,1463.912,69.678
0.5,0.025,0.000,7.800,20.463,0.000,0.000,0.000,4.000,480.000,83.000,26.000,40.000,1477.765,70.343
0.5,0.015,0.000,7.325,20.471,0.000,0.000,0.000,4.000,480.000,83.000,26.000,40.000,1489.095,70.848
0.5,0.020,0.000,7.175,20.480,0.000,0.000,0.000,4.000,480.000,83.000,26.000,40.000,1501.942,71.478
0.5,0.020,0.000,6.800,20.487,0.000,0.000,0.000,4.000,480.000,82.000,26.000,40.000,1497.030,71.278
0.5,0.020,0.000,6.550,20.492,0.000,0.000,0.000,4.000,480.000,82.000,26.000,40.000,1442.100,68.678
0.5,0.015,0.000,6.575,20.496,0.000,0.000,0.000,4.000,480.000,82.000,26.000,40.000,1391.793,66.298
0.5,0.020,0.000,6.300,20.500,0.000,0.000,0.000,4.000,480.000,82.000,26.000,40.000,1347.683,64.189
0.5,0.020,0.000,6.300,20.504,0.000,0.000,0.000,4.000,480.000,82.000,26.000,40.000,1298.517,61.858
0.5,0.015,0.000,5.900,20.509,0.000,0.000,0.000,3.000,480.000,82.000,26.000,40.000,1226.615,58.418
0.5,0.015,0.000,5.650,20.516,0.000,0.000,0.000,3.000,480.000,82.000,26.000,40.000,1181.862,56.263
0.5,0.020,0.000,5.400,20.521,0.000,0.000,0.000,3.000,480.000,82.000,26.000,40.000,1191.920,56.713
0.5,0.015,0.000,5.600,20.524,0.000,0.000,0.000,3.000,480.000,82.000,26.000,40.000,1198.480,57.043
0.5,0.015,0.000,5.400,20.526,0.000,0.000,0.000,2.000,480.000,82.000,26.000,40.000,1158.140,55.144
0.5,0.015,0.955,5.400,20.529,10.650,7.880,13.520,2.000,480.000,82.000,26.000,40.000,1168.685,55.434
0.5,0.015,7.470,5.055,20.321,55.200,39.600,43.860,6.000,480.000,82.000,26.000,40.000,1206.930,57.384
0.5,0.015,9.615,40.970,15.679,63.000,44.100,64.080,18.000,480.000,82.000,26.000,40.000,1260.992,59.984
0.5,0.015,10.265,224.120,11.085,61.850,42.540,83.720,24.000,480.000,81.000,26.000,40.000,1314.505,62.528
0.5,0.015,11.060,345.940,9.834,64.950,43.940,86.580,28.000,480.000,81.000,26.000,39.500,1373.473,65.323
0.5,0.025,12.690,416.185,9.187,68.100,45.860,68.340,34.000,480.000,81.000,26.000,39.000,1432.463,68.129
0.5,0.015,10.625,456.750,8.828,52.700,35.400,43.340,34.000,480.000,81.000,26.000,39.000,1484.190,70.628
0.5,0.025,5.995,462.960,10.146,23.950,15.820,21.060,20.000,480.000,81.000,26.000,39.000,1513.558,72.224
0.5,0.015,0.000,384.660,13.411,0.000,0.000,0.000,7.000,480.000,81.000,26.000,39.000,1535.688,73.094
0.5,0.025,0.000,204.370,17.290,0.000,0.000,0.000,5.000,480.000,81.000,26.000,39.000,1546.707,73.604
0.5,0.020,0.000,97.960,18.755,0.000,0.000,0.000,4.000,480.000,81.000,26.000,39.000,1558.550,74.163
0.5,0.020,4.320,59.185,19.373,27.750,19.100,35.760,6.000,480.000,81.000,26.000,39.000,1587.620,75.374
0.5,0.020,11.580,46.170,17.652,55.350,37.400,66.300,20.000,480.000,82.000,26.000,39.000,1621.455,77.118
0.5,0.025,11.775,182.170,14.129,54.100,36.940,75.780,24.000,480.000,81.000,26.000,39.000,1660.658,79.013
0.5,0.025,5.390,269.870,13.801,17.100,11.080,19.700,17.000,480.000,82.000,26.000,39.000,1680.710,80.158
0.5,0.015,0.000,260.970,15.954,0.000,0.000,0.000,6.000,480.000,82.000,26.000,39.000,1666.820,79.363
0.5,0.020,0.000,130.895,18.528,0.000,0.000,0.000,5.000,480.000,82.000,26.000,39.000,1594.633,75.948
0.5,0.025,0.000,67.360,19.318,0.000,0.000,0.000,4.000,480.000,82.000,26.000,39.000,1536.838,73.183
0.5,0.015,0.000,43.810,19.702,0.000,0.000,0.000,4.000,480.000,82.000,26.000,39.000,1474.115,70.218
0.5,0.025,0.000,31.415,19.910,0.000,0.000,0.000,4.000,480.000,82.000,26.000,39.000,1410.388,67.179
0.5,0.015,0.000,23.985,20.046,0.000,0.000,0.000,3.000,480.000,82.000,26.000,39.000,1394.933,66.404
0.5,0.025,0.000,19.085,20.138,0.000,0.000,0.000,3.000,480.000,82.000,26.000,39.000,1408.852,67.059
0.5,0.015,4.055,15.975,20.204,28.300,19.460,31.740,6.000,480.000,82.000,26.000,39.000,1439.067,68.268
0.5,0.015,8.710,16.960,18.165,38.300,25.540,39.900,20.000,480.000,82.000,26.000,39.000,1470.390,70.128
0.5,0.025,1.335,178.295,14.033,9.300,6.400,21.920,8.000,480.000,82.000,26.000,39.000,1495.390,71.063
0.5,0.015,5.690,211.695,16.832,27.000,18.300,32.120,9.000,480.000,82.000,26.000,39.000,1516.423,72.159
0.5,0.025,5.030,141.770,16.960,27.800,19.080,33.800,9.000,480.000,82.000,26.000,39.000,1546.520,73.513
0.5,0.020,11.180,142.370,16.391,56.000,38.000,54.040,20.000,480.000,82.000,26.000,39.000,1580.815,75.214
0.5,0.015,11.590,218.845,13.578,55.450,37.480,62.340,25.000,480.000,82.000,26.000,39.000,1620.053,77.084
0.5,0.025,11.775,323.125,12.950,54.250,37.000,66.920,25.000,480.000,82.000,26.000,39.000,1656.838,78.828
0.5,0.025,5.700,344.325,12.998,18.650,12.380,18.960,19.000,480.000,82.000,26.000,39.000,1678.800,80.058
0.5,0.020,0.000,316.100,15.437,0.000,0.000,0.000,7.000,480.000,82.000,26.000,39.000,1669.175,79.478
0.5,0.025,0.000,161.360,18.215,0.000,0.000,0.000,4.000,480.000,82.000,26.000,39.000,1609.412,76.643
0.5,0.015,0.000,80.870,19.155,0.000,0.000,0.000,2.000,480.000,82.000,26.000,39.000,1539.465,73.323
0.5,0.025,0.000,50.510,19.607,0.000,0.000,0.000,2.000,480.000,82.000,26.000,39.000,1456.065,69.369
0.5,0.015,0.000,35.805,19.838,0.000,0.000,0.000,2.000,480.000,82.000,26.000,39.000,1376.235,65.558
0.5,0.025,0.000,27.055,19.988,0.000,0.000,0.000,2.000,480.000,82.000,26.000,39.000,1338.692,63.738
0.5,0.015,0.000,22.000,20.094,0.000,0.000,0.000,2.000,480.000,82.000,26.000,39.000,1343.275,63.923
0.5,0.015,2.190,18.125,20.170,14.350,10.040,19.720,2.000,480.000,82.000,26.000,38.000,1364.798,64.779
0.5,0.015,7.510,15.335,19.740,39.700,26.640,36.680,7.000,480.000,82.000,26.000,38.000,1388.345,66.068
0.5,0.025,8.945,81.920,16.705,50.050,33.740,42.140,13.000,480.000,82.000,26.000,38.000,1425.277,67.788
0.5,0.015,10.590,245.505,13.833,57.050,38.440,52.320,21.000,480.000,82.000,26.000,38.000,1465.890,69.709
0.5,0.025,11.005,386.320,11.553,57.100,38.820,53.200,27.000,480.000,82.000,26.000,38.000,1510.777,71.868
0.5,0.015,11.300,449.025,11.050,57.650,39.000,67.400,27.000,480.000,82.000,26.000,38.000,1554.723,73.953
0.5,0.020,11.990,457.625,11.033,58.350,39.300,76.580,29.000,480.000,82.000,26.000,38.000,1599.690,76.123
0.5,0.025,12.345,455.780,11.059,57.150,38.560,81.260,29.000,480.000,82.000,26.000,38.000,1639.858,78.033
0.5,0.025,5.465,449.455,11.574,18.300,12.100,21.440,19.000,480.000,82.000,26.000,38.000,1659.145,79.138
0.5,0.015,0.000,377.300,14.859,0.000,0.000,0.000,5.000,480.000,82.000,26.000,37.500,1674.035,79.659
0.5,0.025,0.000,185.885,17.848,0.000,0.000,0.000,4.000,480.000,82.000,26.000,37.000,1672.918,79.628
0.5,0.020,0.000,95.460,18.937,0.000,0.000,0.000,3.000,480.000,82.000,26.000,37.000,1643.513,78.244
0.5,0.025,0.000,60.105,19.453,0.000,0.000,0.000,3.000,480.000,82.000,26.000,37.000,1607.445,76.519
0.5,0.015,0.000,42.410,19.740,0.000,0.000,0.000,2.000,480.000,82.000,26.000,37.000,1601.412,76.203
0.5,0.025,0.000,31.605,19.918,0.000,0.000,0.000,2.000,480.000,82.000,26.000,37.000,1603.092,76.302
0.5,0.020,0.000,24.540,20.047,0.000,0.000,0.000,2.000,480.000,82.000,26.000,37.000,1606.053,76.429
0.5,0.025,0.000,20.060,20.140,0.000,0.000,0.340,2.000,480.000,82.000,26.000,37.500,1611.860,76.704
0.5,0.015,0.930,15.820,20.211,7.800,5.460,21.560,2.000,480.000,82.000,26.000,38.000,1626.350,77.208
0.5,0.025,8.285,13.550,19.959,41.300,28.020,40.440,9.000,480.000,82.000,26.000,38.000,1646.942,78.378
0.5,0.025,9.370,63.290,17.336,43.950,29.960,41.960,12.000,480.000,82.000,26.000,38.000,1673.730,79.633
0.5,0.020,9.415,175.645,16.187,42.900,29.560,41.820,14.000,480.000,82.000,26.000,37.000,1701.008,80.943
0.5,0.025,9.430,209.740,15.813,42.050,29.040,41.600,15.000,480.000,82.000,26.000,37.000,1726.615,82.168
0.5,0.025,9.675,226.240,15.664,39.550,27.320,40.420,15.000,480.000,82.000,26.000,37.000,1750.213,83.278
0.5,0.020,2.050,229.285,15.657,4.000,2.500,4.460,9.000,480.000,82.000,26.000,37.000,1760.635,83.939
0.5,0.025,0.000,201.660,17.455,0.000,0.000,0.000,3.000,480.000,82.000,26.000,37.000,1769.190,84.178
0.5,0.025,0.000,99.835,19.042,0.000,0.000,0.000,3.000,480.000,82.000,26.000,37.000,1773.922,84.444
0.5,0.020,0.000,55.250,19.614,0.000,0.000,0.000,2.000,480.000,82.000,26.000,37.000,1779.147,84.678
0.5,0.025,0.000,36.000,19.874,0.000,0.000,0.000,2.000,480.000,82.000,26.000,37.000,1783.822,84.919
0.5,0.025,0.000,26.375,20.046,0.000,0.000,0.000,3.000,480.000,82.000,26.000,37.000,1787.045,85.059
0.5,0.025,0.000,19.670,20.159,0.000,0.000,1.640,2.000,480.000,82.000,26.000,37.000,1784.220,84.918
0.5,0.020,4.045,15.990,20.242,19.600,14.020,32.160,4.000,480.000,82.000,26.000,37.000,1788.133,84.923
0.5,0.025,11.335,17.935,19.111,47.800,33.700,50.580,13.000,480.000,82.000,26.000,37.000,1794.513,85.424
0.5,0.025,12.885,131.335,16.280,51.450,36.080,63.700,20.000,480.000,82.000,26.000,37.000,1809.513,86.113
0.5,0.020,12.600,234.890,15.216,53.300,37.220,67.220,21.000,480.000,82.000,26.000,37.000,1826.370,86.929
0.5,0.025,12.945,271.065,14.830,51.750,36.320,59.620,23.000,480.000,82.000,26.000,37.000,1842.510,87.744
0.5,0.025,1.100,301.405,14.625,0.000,0.000,0.960,11.000,480.000,82.000,26.000,37.000,1840.172,87.734
0.5,0.020,0.000,250.025,17.447,0.000,0.000,0.000,5.000,480.000,82.000,26.000,37.000,1837.862,87.504
0.5,0.025,0.000,107.870,19.027,0.000,0.000,0.000,5.000,480.000,82.000,26.000,37.000,1813.310,86.343
0.5,0.025,0.000,60.120,19.576,0.000,0.000,0.000,4.000,480.000,82.000,26.000,38.000,1750.975,83.393
0.5,0.020,0.000,40.295,19.874,0.000,0.000,0.000,4.000,480.000,82.000,26.000,38.000,1707.660,81.284
0.5,0.025,0.000,27.090,20.040,0.000,0.000,0.000,4.000,480.000,82.000,26.000,38.000,1690.855,80.514
0.5,0.025,0.000,21.725,20.146,0.000,0.000,0.000,4.000,480.000,82.000,26.000,39.000,1661.145,79.083
0.5,0.020,0.000,17.605,20.221,0.000,0.000,0.000,4.000,480.000,82.000,26.000,39.000,1626.447,77.434
0.5,0.020,0.000,14.430,20.281,0.000,0.000,0.000,4.000,480.000,82.000,26.000,39.000,1582.418,75.348
0.5,0.020,0.000,12.385,20.327,0.000,0.000,0.000,4.000,480.000,82.000,26.000,39.000,1532.617,72.974
0.5,0.025,0.000,10.650,20.359,0.000,0.000,0.000,4.000,480.000,82.000,26.000,39.000,1503.867,71.599
0.5,0.015,0.000,8.925,20.383,0.000,0.000,0.000,4.000,480.000,82.000,26.000,39.000,1482.510,70.588
0.5,0.025,0.000,7.950,20.407,0.000,0.000,0.000,3.000,480.000,82.000,26.000,39.000,1457.500,69.393
0.5,0.015,0.000,6.950,20.424,0.000,0.000,0.000,4.000,480.000,82.000,26.000,39.000,1438.383,68.483
0.5,0.025,0.000,6.235,20.439,0.000,0.000,0.000,3.000,480.000,82.000,26.000,39.000,1420.740,67.628
0.5,0.015,0.000,5.575,20.454,0.000,0.000,0.000,3.000,480.000,82.000,26.000,39.000,1401.920,66.744
0.5,0.015,0.000,5.000,20.467,0.000,0.000,0.000,3.000,480.000,82.000,26.000,39.000,1369.223,65.209
0.5,0.025,0.000,4.525,20.479,0.000,0.000,0.000,3.000,480.000,82.000,26.000,39.000,1352.775,64.388
0.5,0.015,0.000,4.000,20.490,0.000,0.000,0.000,2.000,480.000,81.000,26.000,39.000,1374.463,65.403
0.5,0.015,0.000,3.650,20.498,0.000,0.000,0.000,2.000,480.000,82.000,26.000,39.000,1400.277,66.613
0.5,0.020,0.000,3.300,20.506,0.000,0.000,0.000,2.000,480.000,81.000,26.000,39.000,1423.300,67.693
0.5,0.020,0.000,2.925,20.513,0.000,0.000,0.000,4.000,480.000,81.000,26.000,39.000,1442.648,68.623
0.5,0.015,0.000,2.550,20.519,0.000,0.000,2.480,2.000,480.000,81.000,26.000,39.000,1462.385,69.548
0.5,0.020,0.000,2.400,20.524,0.000,0.000,14.960,3.000,480.000,81.000,26.000,39.000,1483.418,70.553
0.5,0.020,0.280,2.175,20.529,1.350,1.000,19.640,2.000,480.000,81.000,26.000,39.000,1502.808,71.459
0.5,0.020,0.430,1.950,20.524,1.300,1.020,20.400,3.000,480.000,81.000,26.000,39.000,1526.737,72.608
0.5,0.025,0.085,3.910,20.426,0.200,0.040,19.340,2.000,480.000,81.000,26.000,39.000,1548.510,73.644
0.5,0.015,0.000,8.150,20.377,0.000,0.000,18.220,2.000,480.000,81.000,26.000,39.000,1568.575,74.609
0.5,0.025,0.000,9.225,20.383,0.000,0.000,15.100,4.000,480.000,81.000,26.000,39.000,1585.675,75.414
0.5,0.020,0.000,8.775,20.403,0.000,0.000,14.280,2.000,480.000,81.000,26.000,39.000,1603.220,76.264
0.5,0.020,0.000,7.875,20.426,0.000,0.000,2.680,4.000,480.000,81.000,26.000,39.000,1617.390,76.918
0.5,0.020,0.000,7.025,20.446,0.000,0.000,0.000,3.000,480.000,81.000,26.000,39.000,1631.548,77.634
0.5,0.025,0.000,6.070,20.464,0.000,0.000,0.000,3.000,480.000,81.000,26.000,39.000,1628.148,77.553
0.5,0.025,0.000,5.150,20.478,0.000,0.000,0.000,2.000,480.000,81.000,26.000,39.000,1600.783,76.278
0.5,0.015,0.000,4.800,20.492,0.000,0.000,0.000,4.000,480.000,81.000,26.000,39.000,1569.572,74.818
0.5,0.020,0.000,4.075,20.502,0.000,0.000,0.000,3.000,480.000,81.000,26.000,39.000,1545.408,73.588
0.5,0.025,0.000,3.725,20.512,0.000,0.000,0.000,3.000,480.000,81.000,26.000,39.000,1549.465,73.723
0.5,0.015,0.000,3.400,20.521,0.000,0.000,0.000,3.000,480.000,81.000,26.000,39.000,1510.945,72.094
0.5,0.025,0.000,2.975,20.527,0.000,0.000,0.000,2.000,480.000,81.000,26.000,39.000,1489.670,70.909
0.5,0.015,0.000,2.900,20.534,0.000,0.000,0.000,2.000,480.000,80.000,26.000,39.000,1499.420,71.309
0.5,0.025,0.000,2.900,20.540,0.000,0.000,0.000,2.000,480.000,80.000,26.000,39.000,1517.650,72.183
0.5,0.015,0.000,2.700,20.544,0.000,0.000,0.000,3.000,480.000,80.000,26.000,39.000,1536.090,73.078
0.5,0.025,0.000,2.400,20.549,0.000,0.000,0.000,2.000,480.000,80.000,26.000,39.000,1553.503,73.889
0.5,0.020,0.000,2.175,20.553,0.000,0.000,0.000,2.000,480.000,80.000,26.000,39.000,1572.508,74.798
0.5,0.015,0.000,1.900,20.557,0.000,0.000,0.000,3.000,480.000,80.000,26.000,39.000,1586.717,75.478
0.5,0.025,0.000,1.900,20.560,0.000,0.000,0.000,2.000,480.000,80.000,27.000,39.000,1605.740,76.388
0.5,0.025,0.000,1.900,20.563,0.000,0.000,0.000,3.000,480.000,80.000,27.000,39.000,1591.258,75.834
0.5,0.015,0.000,1.900,20.566,0.000,0.000,0.000,2.000,480.000,80.000,26.000,39.000,1549.815,73.798
0.5,0.025,0.000,1.775,20.568,0.000,0.000,0.000,2.000,480.000,80.000,26.000,39.000,1557.527,74.104
0.5,0.020,0.000,1.400,20.570,0.000,0.000,0.000,2.000,480.000,80.000,27.000,39.000,1569.330,74.673
0.5,0.015,0.000,1.400,20.571,0.000,0.000,0.000,3.000,480.000,80.000,27.000,39.000,1585.765,75.448
0.5,0.025,0.000,1.400,20.572,0.000,0.000,0.000,2.000,480.000,80.000,27.000,39.000,1600.852,76.154
0.5,0.025,0.000,1.400,20.574,0.000,0.000,0.000,3.000,480.000,80.000,27.000,39.000,1613.295,76.773
0.5,0.015,0.000,0.975,20.575,0.000,0.000,0.000,2.000,480.000,80.000,27.000,39.000,1620.108,77.108
0.5,0.025,0.000,0.950,20.576,0.000,0.000,0.000,2.000,480.000,80.000,27.000,39.000,1628.088,77.474
0.5,0.020,0.000,1.125,20.576,0.000,0.000,0.000,3.000,480.000,80.000,27.000,39.000,1632.325,77.703
0.5,0.025,0.000,0.900,20.576,0.000,0.000,0.000,2.000,480.000,80.000,27.000,39.000,1635.950,77.843
0.5,0.015,0.000,1.075,20.577,0.000,0.000,0.000,3.000,480.000,79.000,27.000,39.000,1635.325,77.843
0.5,0.025,0.000,1.400,20.577,0.000,0.000,0.000,2.000,480.000,79.000,27.000,39.000,1635.192,77.828
0.5,0.020,0.000,1.525,20.578,0.000,0.000,0.000,2.000,480.000,79.000,27.000,39.000,1629.745,77.584
0.5,0.025,0.000,1.875,20.578,0.000,0.000,0.000,3.000,480.000,79.000,27.000,39.000,1623.173,77.284
0.5,0.015,0.000,1.550,20.579,0.000,0.000,0.000,3.000,480.000,79.000,27.000,39.000,1608.180,76.589
0.5,0.025,0.000,1.675,20.578,0.000,0.000,0.000,2.000,480.000,79.000,27.000,39.000,1584.348,75.449
0.5,0.025,0.000,1.550,20.577,0.000,0.000,0.000,2.000,480.000,79.000,27.000,39.000,1553.867,74.023
0.5,0.015,0.000,1.400,20.576,0.000,0.000,0.000,2.000,480.000,79.000,27.000,39.000,1520.747,72.448
0.5,0.020,0.000,1.550,20.575,0.000,0.000,0.000,2.000,480.000,79.000,27.000,39.000,1498.658,71.359
0.5,0.025,0.000,1.750,20.574,0.000,0.000,0.000,2.000,480.000,79.000,27.000,39.000,1488.440,70.884
0.5,0.015,0.000,1.675,20.574,0.000,0.000,0.000,2.000,480.000,79.000,27.000,39.000,1477.092,70.323
0.5,0.025,0.000,1.550,20.574,0.000,0.000,0.000,2.000,480.000,79.000,27.000,39.000,1465.173,69.764
0.5,0.015,0.000,1.400,20.573,0.000,0.000,0.000,2.000,480.000,79.000,27.000,39.000,1452.020,69.158
0.5,0.015,0.000,1.400,20.572,0.000,0.000,0.000,2.000,480.000,79.000,27.000,40.000,1438.275,68.498
0.5,0.025,0.000,1.400,20.573,0.000,0.000,0.000,2.000,480.000,79.000,27.000,40.000,1423.985,67.813
0.5,0.015,0.000,1.375,20.573,0.000,0.000,0.000,2.000,480.000,79.000,27.000,40.000,1408.935,67.109
0.5,0.025,0.000,1.400,20.572,0.000,0.000,0.000,2.000,480.000,79.000,27.000,40.000,1391.655,66.269
0.5,0.015,0.000,1.400,20.572,0.000,0.000,0.000,2.000,480.000,79.000,27.000,40.000,1362.440,64.989
0.5,0.015,0.000,1.325,20.572,0.000,0.000,0.000,3.000,480.000,79.000,27.000,40.000,1253.122,59.898
0.5,0.015,0.000,1.175,20.574,0.000,0.000,0.000,2.000,480.000,79.000,27.000,40.000,1134.412,54.169
0.5,0.015,0.000,0.975,20.574,0.000,0.000,0.000,2.000,480.000,79.000,27.000,40.000,1056.518,50.424
0.5,0.015,0.360,1.025,20.577,6.650,3.340,0.000,2.000,480.000,79.000,27.000,40.000,908.580,46.123
0.5,0.010,1.655,1.175,20.576,21.450,10.860,0.000,2.000,480.000,79.000,27.000,40.000,789.960,41.369
0.5,0.015,1.730,3.500,20.454,21.700,11.100,0.000,1.000,480.000,79.000,27.000,40.000,782.473,35.028
0.5,0.010,1.735,62.540,19.777,21.850,11.100,0.000,1.000,480.000,79.000,27.000,40.000,777.915,27.724
0.5,0.005,1.885,156.610,19.191,24.050,12.320,0.000,0.000,480.000,79.000,27.000,39.500,764.230,23.384
0.5,0.010,1.925,217.700,18.821,25.150,12.920,0.000,0.000,480.000,79.000,27.000,39.000,756.663,21.513
0.5,0.000,1.955,257.320,18.559,25.500,13.000,0.000,0.000,480.000,79.000,27.000,39.000,753.977,20.178
0.5,0.005,2.005,293.990,18.302,25.850,13.240,0.000,0.000,480.000,79.000,27.000,39.000,751.048,18.723
0.5,0.010,1.890,324.380,18.067,24.550,12.580,0.000,0.000,480.000,79.000,27.000,39.000,757.087,15.283
0.5,0.000,1.815,352.055,17.878,23.800,12.000,0.000,0.000,480.000,79.000,27.000,39.000,757.493,9.404
0.5,0.000,1.815,366.625,17.760,23.850,12.000,0.000,0.000,480.000,79.000,27.000,39.000,753.783,6.113
0.5,0.005,1.905,371.175,17.713,25.250,12.900,0.000,0.000,480.000,79.000,27.000,39.000,745.538,1.488
0.5,0.000,2.120,371.605,17.693,28.650,14.460,8.720,0.000,480.000,79.000,27.000,39.000,733.195,0.933
0.5,0.000,3.020,371.515,17.667,49.400,25.180,14.800,1.000,480.000,79.000,27.000,39.000,687.315,2.973
0.5,0.000,2.815,378.865,17.526,37.300,19.240,14.100,1.000,480.000,79.000,27.000,39.000,763.332,5.193
