Tempo_unidade_s,Distancia_percorrida_pelo_veiculo_unidade_km,Consumo_de_combustivel_unidade_Lporh,Nivel_de_gases_NOx_na_saida_do_catalisador_unidade_ppm,Oxigenio_na_saida_do_catalisador_unidade_%,Porcentagem_de_carga_unidade_%,Porcentagem_de_torque_atual_do_motor_unidade_%,Posicao_do_pedal_do_acelerador_unidade_%,Pressao_do_ar_na_admissao_unidade_kPa,Pressao_do_oleo_do_motor_unidade_kPa,Temperatura_da_agua_unidade_deg_C,Temperatura_dos_gases_de_entrada_no_catalisador_unidade_deg_C,Temperatura_no_coletor_de_admissao_unidade_deg_C,Velocidade_do_motor_unidade_rpm,Velocidade_do_veiculo_unidade_kmporh
0.5,0.015,4.635,54.850,14.550,19.750,13.000,28.020,13.000,480.000,82.000,26.000,42.000,1458.062,69.433
0.5,0.025,1.730,57.800,15.613,6.350,3.820,20.300,9.000,480.000,82.000,26.000,42.000,1467.970,70.003
0.5,0.015,0.260,56.730,17.521,0.900,0.620,18.740,4.000,480.000,81.000,26.000,42.000,1475.967,70.253
0.5,0.025,0.000,54.370,19.010,0.000,0.000,8.500,5.000,480.000,81.000,26.000,41.500,1484.287,70.649
0.5,0.015,0.000,48.780,19.538,0.000,0.000,0.000,4.000,480.000,81.000,26.000,41.000,1486.747,70.743
0.5,0.020,0.000,45.460,19.864,0.000,0.000,0.000,4.000,480.000,81.000,26.000,41.000,1492.225,71.044
0.5,0.020,0.000,41.590,20.056,0.000,0.000,0.000,4.000,480.000,81.000,26.000,41.000,1500.338,71.403
0.5,0.020,0.000,38.995,20.160,0.000,0.000,0.000,4.000,480.000,81.000,26.000,41.000,1502.263,71.513
0.5,0.025,0.000,36.800,20.236,0.000,0.000,0.000,4.000,480.000,81.000,26.000,41.000,1507.438,71.743
0.5,0.015,0.000,35.175,20.285,0.000,0.000,0.000,4.000,480.000,81.000,26.000,41.000,1509.133,71.823
0.5,0.025,0.000,33.600,20.321,0.000,0.000,0.000,4.000,480.000,81.000,26.000,41.000,1513.017,72.014
0.5,0.015,0.000,31.900,20.352,0.000,0.000,0.000,4.000,480.000,81.000,26.000,41.000,1517.967,72.253
0.5,0.025,0.000,30.075,20.380,0.000,0.000,0.000,4.000,480.000,81.000,26.000,41.000,1521.190,72.409
0.5,0.015,0.000,28.550,20.400,0.000,0.000,0.000,4.000,480.000,81.000,26.000,41.000,1523.513,72.509
0.5,0.020,0.000,27.075,20.415,0.000,0.000,0.000,4.000,480.000,81.000,26.000,41.000,1528.030,72.723
0.5,0.025,0.000,25.525,20.428,0.000,0.000,0.000,4.000,480.000,81.000,26.000,41.000,1531.285,72.884
0.5,0.015,0.000,24.700,20.438,0.000,0.000,0.000,4.000,480.000,81.000,26.000,41.000,1507.885,71.784
0.5,0.025,0.000,23.950,20.446,0.000,0.000,0.000,4.000,480.000,81.000,26.000,41.000,1476.383,70.278
0.5,0.015,0.000,22.825,20.456,0.000,0.000,0.000,4.000,480.000,80.000,26.000,41.000,1475.298,70.228
0.5,0.025,0.000,22.050,20.464,0.000,0.000,0.000,3.000,480.000,80.000,26.000,41.000,1482.247,70.553
0.5,0.015,0.000,21.050,20.472,0.000,0.000,0.000,4.000,480.000,80.000,26.000,41.000,1489.605,70.893
0.5,0.025,0.000,20.250,20.480,0.000,0.000,0.000,4.000,480.000,80.000,26.000,41.000,1492.335,71.049
0.5,0.015,0.000,19.375,20.485,0.000,0.000,0.000,3.000,480.000,80.000,26.000,41.000,1477.085,70.308
0.5,0.020,0.000,18.660,20.491,0.000,0.000,0.000,4.000,480.000,80.000,26.000,41.000,1455.415,69.273
0.5,0.015,0.895,17.725,20.498,7.200,5.880,9.680,4.000,480.000,80.000,26.000,41.000,1466.763,69.639
0.5,0.025,9.945,16.825,19.570,53.050,35.880,44.440,14.000,480.000,80.000,26.000,41.000,1489.013,70.848
0.5,0.015,2.910,29.010,14.156,10.250,5.580,12.700,17.000,480.000,80.000,26.000,41.000,1501.600,71.654
0.5,0.025,0.000,78.195,16.097,0.000,0.000,18.820,6.000,480.000,80.000,26.000,40.500,1509.312,71.833
0.5,0.015,0.000,61.730,18.782,0.000,0.000,15.060,4.000,480.000,80.000,26.000,40.000,1515.048,72.104
0.5,0.025,0.000,39.165,19.531,0.000,0.000,2.760,4.000,480.000,80.000,26.000,40.000,1517.380,72.233
0.5,0.015,0.000,28.570,19.863,0.000,0.000,0.000,4.000,480.000,80.000,26.000,40.000,1520.697,72.378
0.5,0.025,0.000,23.375,20.050,0.000,0.000,0.000,4.000,480.000,80.000,26.000,40.000,1496.173,71.224
0.5,0.020,0.000,20.185,20.164,0.000,0.000,0.000,4.000,480.000,80.000,26.000,40.000,1492.168,71.024
0.5,0.015,0.000,17.800,20.237,0.000,0.000,0.000,4.000,480.000,79.000,26.000,40.000,1499.195,71.343
0.5,0.025,0.000,16.300,20.298,0.000,0.000,0.000,4.000,480.000,79.000,26.000,40.000,1501.412,71.473
0.5,0.015,0.000,15.125,20.341,0.000,0.000,0.000,3.000,480.000,79.000,26.000,40.000,1483.173,70.624
0.5,0.025,0.000,13.700,20.367,0.000,0.000,0.000,3.000,480.000,79.000,26.000,40.000,1461.710,69.589
0.5,0.015,0.000,12.915,20.388,0.000,0.000,0.000,2.000,480.000,79.000,26.000,40.000,1461.673,69.584
0.5,0.025,0.000,12.150,20.405,0.000,0.000,0.000,2.000,480.000,79.000,26.000,40.000,1466.457,69.803
0.5,0.015,0.000,11.275,20.420,0.000,0.000,0.000,2.000,480.000,79.000,26.000,39.500,1473.628,70.153
0.5,0.025,0.000,11.100,20.432,0.000,0.000,0.000,2.000,480.000,79.000,26.000,39.000,1468.960,69.933
0.5,0.015,0.000,10.640,20.444,0.000,0.000,0.000,2.000,480.000,79.000,26.000,39.000,1414.997,67.363
0.5,0.015,0.000,10.300,20.456,0.000,0.000,0.000,2.000,480.000,79.000,26.000,39.000,1398.325,66.564
0.5,0.020,0.000,9.850,20.464,0.000,0.000,0.000,2.000,480.000,79.000,26.000,39.000,1383.723,65.878
0.5,0.020,0.000,9.750,20.470,0.000,0.000,0.000,2.000,480.000,79.000,26.000,39.000,1349.435,64.234
0.5,0.015,0.000,9.350,20.477,0.000,0.000,0.000,2.000,480.000,79.000,26.000,39.000,1344.950,63.999
0.5,0.020,0.000,8.925,20.483,0.000,0.000,0.000,2.000,480.000,79.000,26.000,38.000,1352.350,64.374
0.5,0.020,0.000,8.800,20.489,0.000,0.000,0.000,2.000,480.000,79.000,26.000,38.000,1360.490,64.759
0.5,0.015,7.535,8.550,20.473,46.000,32.500,39.460,7.000,480.000,79.000,26.000,38.000,1394.510,66.174
0.5,0.020,10.300,25.765,15.809,57.250,38.040,45.220,22.000,480.000,79.000,26.000,38.000,1431.715,68.139
0.5,0.015,2.875,218.735,12.062,9.750,5.240,10.000,17.000,480.000,79.000,26.000,38.000,1451.273,69.268
0.5,0.025,0.000,276.580,14.798,0.000,0.000,0.000,4.000,480.000,79.000,26.000,38.000,1462.733,69.628
0.5,0.015,0.000,143.050,18.097,0.000,0.000,0.000,2.000,480.000,79.000,26.000,38.000,1454.490,69.293
0.5,0.015,0.000,72.335,19.136,0.000,0.000,0.000,2.000,480.000,79.000,26.000,38.000,1426.950,67.984
0.5,0.025,0.000,44.625,19.613,0.000,0.000,0.000,2.000,480.000,79.000,26.000,38.000,1423.165,67.728
0.5,0.015,0.000,32.660,19.876,0.000,0.000,0.000,2.000,480.000,79.000,26.000,38.000,1433.577,68.233
0.5,0.025,0.000,25.415,20.036,0.000,0.000,0.000,2.000,480.000,79.000,26.000,38.000,1440.635,68.564
0.5,0.015,0.000,21.400,20.151,0.000,0.000,0.000,2.000,480.000,79.000,26.000,38.000,1439.442,68.563
0.5,0.025,0.000,17.515,20.226,0.000,0.000,0.000,2.000,480.000,79.000,26.000,38.000,1404.588,66.933
0.5,0.015,0.000,15.500,20.283,0.000,0.000,0.000,2.000,480.000,78.000,26.000,38.000,1405.680,66.889
0.5,0.015,0.000,13.660,20.324,0.000,0.000,0.000,2.000,480.000,78.000,26.000,38.000,1412.510,67.248
0.5,0.025,0.000,12.330,20.355,0.000,0.000,0.000,2.000,480.000,78.000,26.000,38.000,1419.475,67.538
0.5,0.015,0.000,11.320,20.379,0.000,0.000,0.000,2.000,480.000,78.000,26.000,38.000,1428.327,67.939
0.5,0.020,0.000,10.450,20.398,0.000,0.000,0.000,2.000,480.000,78.000,26.000,38.000,1434.383,68.274
0.5,0.020,0.000,9.875,20.413,0.000,0.000,0.000,2.000,480.000,78.000,26.000,38.000,1441.435,68.589
0.5,0.015,0.000,9.300,20.427,0.000,0.000,0.000,2.000,480.000,78.000,26.000,38.000,1447.457,68.873
0.5,0.020,0.000,8.875,20.438,0.000,0.000,0.000,2.000,480.000,78.000,26.000,38.000,1457.477,69.343
0.5,0.020,0.000,8.300,20.446,0.000,0.000,0.000,2.000,480.000,78.000,26.000,38.000,1462.737,69.608
0.5,0.020,0.000,8.175,20.456,0.000,0.000,0.000,2.000,480.000,78.000,26.000,38.000,1452.925,69.238
0.5,0.015,0.000,7.800,20.464,0.000,0.000,0.000,2.000,480.000,78.000,26.000,38.000,1439.405,68.509
0.5,0.025,3.290,7.050,20.471,17.550,12.840,25.500,3.000,480.000,78.000,26.000,37.500,1457.450,69.143
0.5,0.015,8.495,9.095,19.548,42.100,28.700,38.640,9.000,480.000,78.000,26.000,37.000,1483.105,70.478
0.5,0.025,3.570,132.915,15.878,13.400,7.960,15.120,11.000,480.000,78.000,26.000,37.000,1498.605,71.474
0.5,0.015,0.000,277.220,15.982,0.000,0.000,0.000,3.000,480.000,78.000,26.000,37.000,1510.227,71.853
0.5,0.025,0.000,169.270,18.422,0.000,0.000,0.000,2.000,480.000,78.000,26.000,37.000,1516.388,72.168
0.5,0.015,0.000,79.950,19.333,0.000,0.000,0.000,2.000,480.000,78.000,26.000,37.000,1522.457,72.449
0.5,0.020,0.000,47.940,19.754,0.000,0.000,0.000,2.000,480.000,78.000,26.000,37.000,1528.217,72.693
0.5,0.025,0.000,34.550,19.972,0.000,0.000,0.000,2.000,480.000,78.000,26.000,37.000,1521.115,72.493
0.5,0.015,0.000,26.025,20.105,0.000,0.000,0.000,2.000,480.000,78.000,26.000,37.000,1476.308,70.354
0.5,0.025,0.000,21.625,20.194,0.000,0.000,0.000,2.000,480.000,78.000,26.000,37.000,1474.438,70.173
0.5,0.015,0.000,17.945,20.258,0.000,0.000,0.000,2.000,480.000,77.000,26.000,37.000,1481.135,70.478
0.5,0.025,3.035,14.750,20.304,18.150,13.480,25.440,2.000,480.000,77.000,26.000,37.000,1500.402,71.139
0.5,0.015,10.700,15.945,19.176,54.750,37.180,57.600,14.000,480.000,77.000,26.000,37.000,1526.428,72.569
0.5,0.025,11.240,180.885,14.252,56.000,38.000,83.620,24.000,480.000,77.000,26.000,37.000,1563.783,74.333
0.5,0.015,11.600,369.730,12.619,56.900,38.420,91.800,26.000,480.000,77.000,26.000,37.000,1597.572,75.944
0.5,0.020,11.920,420.845,12.294,56.950,38.260,91.000,26.000,480.000,77.000,26.000,37.000,1628.362,77.429
0.5,0.025,11.910,439.505,12.244,54.750,37.240,90.680,25.000,480.000,77.000,26.000,37.000,1654.897,78.698
0.5,0.025,11.990,440.045,12.433,53.500,36.920,89.620,23.000,480.000,77.000,26.000,37.000,1678.503,79.828
0.5,0.020,12.190,425.145,12.942,53.000,37.000,94.280,24.000,480.000,77.000,26.000,37.000,1700.322,80.863
0.5,0.020,12.150,403.750,13.347,53.000,36.760,93.600,23.000,480.000,77.000,26.000,38.000,1722.800,81.938
0.5,0.020,12.325,385.610,13.586,52.250,36.080,90.580,24.000,480.000,77.000,26.000,38.000,1739.125,82.718
0.5,0.025,12.320,372.295,13.691,52.000,36.000,90.400,24.000,480.000,77.000,26.000,38.000,1752.463,83.373
0.5,0.025,12.535,366.420,13.758,51.700,36.000,90.400,24.000,480.000,77.000,26.000,38.000,1763.650,83.913
0.5,0.020,12.535,359.285,13.804,51.300,36.000,90.080,24.000,480.000,77.000,26.000,38.000,1770.983,84.259
0.5,0.025,12.530,352.955,13.847,51.000,36.000,89.980,24.000,480.000,77.000,26.000,38.000,1779.272,84.673
0.5,0.025,12.490,348.770,13.884,51.000,35.980,90.420,24.000,480.000,77.000,26.000,38.000,1787.885,85.064
0.5,0.020,12.700,344.330,13.916,51.000,35.960,90.400,26.000,480.000,77.000,26.000,38.000,1795.490,85.448
0.5,0.025,12.700,339.825,13.944,51.100,35.920,90.300,26.000,480.000,77.000,26.000,38.000,1802.617,85.768
0.5,0.025,12.680,337.200,13.965,51.250,36.080,90.180,26.000,480.000,77.000,26.000,38.000,1809.778,86.108
0.5,0.020,12.860,336.200,13.977,52.400,36.780,90.400,25.000,480.000,77.000,26.000,38.000,1817.662,86.504
0.5,0.035,12.810,335.805,13.986,53.000,37.060,90.160,26.000,480.000,77.000,26.000,38.000,1826.170,86.919
0.5,0.020,12.790,336.245,13.998,53.450,37.600,90.000,26.000,480.000,78.000,26.000,38.000,1832.668,87.229
0.5,0.025,12.760,336.500,14.007,54.250,38.120,89.340,27.000,480.000,78.000,26.000,38.000,1841.222,87.613
0.5,0.025,12.925,342.195,13.976,55.050,38.920,88.800,30.000,480.000,78.000,26.000,38.000,1851.122,88.098
0.5,0.020,12.710,354.640,13.885,56.250,39.560,86.720,30.000,480.000,78.000,26.000,38.000,1858.808,88.469
0.5,0.025,11.385,365.540,13.848,49.350,34.620,71.140,28.000,480.000,78.000,26.000,38.000,1866.110,88.819
0.5,0.025,13.125,367.095,13.827,57.200,40.740,96.800,33.000,480.000,78.000,26.000,38.000,1876.017,89.263
0.5,0.025,13.325,387.340,13.476,59.550,42.540,nan,36.000,480.000,78.000,26.000,38.000,1889.845,89.919
0.5,0.030,15.205,429.240,12.927,66.850,47.920,99.600,45.000,480.000,78.000,26.000,38.000,1907.442,90.708
0.5,0.020,19.385,505.810,10.966,79.800,56.740,99.460,67.000,480.000,78.000,26.000,38.000,1929.362,91.778
0.5,0.025,24.565,617.465,9.787,94.800,66.540,96.680,87.000,480.000,78.000,26.000,38.000,1955.503,93.014
0.5,0.030,26.115,641.425,9.005,99.850,69.060,93.680,102.000,480.000,78.000,26.000,38.000,1975.317,93.963
0.5,0.025,26.715,587.350,8.911,99.850,68.820,90.260,106.000,480.000,78.000,26.000,38.000,1990.808,94.744
0.5,0.025,27.220,516.160,8.900,100.000,69.000,89.600,111.000,480.000,78.000,26.000,39.000,1998.772,95.173
0.5,0.030,27.255,462.285,8.872,100.000,69.000,89.600,112.000,480.000,78.000,26.000,39.000,2002.463,95.363
0.5,0.025,26.855,427.485,8.845,100.000,69.000,89.340,113.000,480.000,78.000,26.000,39.000,2001.415,95.323
0.5,0.020,27.225,408.080,8.831,100.000,69.000,88.240,114.000,480.000,78.000,26.000,39.000,1996.780,95.124
0.5,0.035,26.760,386.050,8.829,100.000,68.960,88.000,110.000,480.000,78.000,26.000,40.000,1990.722,94.809
0.5,0.020,27.115,372.845,8.830,99.900,68.880,88.220,110.000,480.000,79.000,26.000,40.000,1989.205,94.703
0.5,0.035,26.760,359.450,8.830,100.000,68.880,90.400,112.000,480.000,79.000,26.000,40.500,1995.372,94.909
0.5,0.020,27.255,342.010,8.826,100.000,69.000,90.040,113.000,480.000,79.000,26.000,41.000,2002.222,95.263
0.5,0.025,27.235,321.435,8.810,100.000,69.000,89.920,116.000,480.000,79.000,26.000,41.500,2013.899,95.799
0.5,0.030,27.145,295.545,8.798,100.000,68.555,87.220,119.000,480.000,79.000,26.000,42.000,2026.783,96.493
0.5,0.025,27.410,265.425,8.795,100.000,68.020,77.280,120.000,480.000,79.000,26.000,42.000,2045.005,97.319
0.5,0.030,27.675,235.650,8.796,100.000,68.000,80.620,121.000,480.000,80.000,26.000,43.000,2062.625,98.124
0.5,0.025,13.450,209.260,9.384,41.600,26.980,32.980,95.000,480.000,80.000,26.000,43.000,2055.872,98.143
0.5,0.030,6.660,162.080,16.048,30.200,21.360,39.660,26.000,480.000,80.000,26.000,43.000,2046.880,97.288
0.5,0.025,14.865,71.310,14.607,59.750,41.120,68.620,43.000,480.000,80.000,26.000,43.000,2047.897,97.458
0.5,0.030,20.295,76.395,11.303,78.650,53.600,65.480,76.000,480.000,81.000,26.000,44.000,2069.830,98.478
0.5,0.025,11.355,103.560,11.079,35.650,23.300,41.460,71.000,480.000,81.000,26.000,44.000,2069.075,98.784
0.5,0.030,0.150,108.940,15.545,0.150,0.140,25.660,21.000,480.000,81.000,26.000,44.000,2067.240,98.393
0.5,0.025,0.000,69.945,18.403,0.000,0.000,24.520,9.000,480.000,81.000,26.000,44.000,2053.483,97.789
0.5,0.030,0.305,42.615,19.228,1.600,1.220,26.860,8.000,480.000,81.000,26.000,44.000,2046.610,97.424
0.5,0.025,5.870,31.040,19.460,20.000,13.720,35.840,13.000,480.000,81.000,26.000,44.000,2062.387,98.028
0.5,0.020,7.200,23.980,17.850,23.650,16.080,37.220,19.000,480.000,81.000,26.000,44.000,2073.680,98.653
0.5,0.035,9.260,24.855,17.042,34.500,23.740,42.500,20.000,480.000,81.000,26.000,44.000,2093.695,99.614
0.5,0.030,11.975,26.990,15.716,45.300,30.640,46.880,30.000,480.000,81.000,26.000,43.000,2108.148,100.339
0.5,0.020,13.345,41.915,14.636,51.550,34.780,50.700,39.000,480.000,82.000,26.000,43.000,2120.408,100.903
0.5,0.035,13.795,65.105,13.745,54.450,36.680,53.700,45.000,480.000,81.000,26.000,43.000,2116.533,100.778
0.5,0.020,15.965,94.830,13.258,63.400,42.840,59.260,54.000,480.000,81.000,26.000,43.000,2119.178,100.838
0.5,0.035,21.670,128.785,11.192,81.950,54.720,63.340,85.000,480.000,82.000,26.000,43.000,2133.198,101.509
0.5,0.030,21.915,156.010,10.471,82.600,54.780,63.200,97.000,480.000,81.000,26.000,43.000,2152.455,102.428
0.5,0.025,19.260,173.180,10.570,74.000,48.580,59.100,93.000,480.000,82.000,26.000,43.000,2164.668,103.043
0.5,0.030,16.285,181.995,10.972,62.250,40.620,53.920,81.000,480.000,82.000,26.000,43.000,2167.322,103.223
0.5,0.025,13.645,194.150,12.587,52.750,35.060,50.460,54.000,480.000,82.000,26.000,43.000,2153.278,102.538
0.5,0.030,14.145,191.595,13.104,55.650,37.200,51.920,51.000,480.000,82.000,26.000,43.000,2140.240,101.909
0.5,0.030,18.620,190.430,12.535,73.700,49.660,67.380,64.000,480.000,82.000,26.000,43.000,2135.713,101.638
0.5,0.025,26.615,195.595,10.019,99.350,66.180,74.580,105.000,480.000,82.000,26.000,43.000,2143.213,102.009
0.5,0.030,27.175,197.940,9.464,99.650,65.960,70.420,117.000,480.000,82.000,26.000,43.000,2155.347,102.598
0.5,0.030,26.895,198.240,9.464,99.800,65.620,70.400,116.000,480.000,82.000,26.000,43.000,2165.568,103.053
0.5,0.025,27.050,198.150,9.464,99.550,65.300,70.340,115.000,480.000,82.000,26.000,44.000,2171.155,103.348
0.5,0.030,25.615,198.270,9.472,95.950,63.060,68.600,111.000,480.000,82.000,26.000,44.000,2169.033,103.263
0.5,0.030,25.745,195.335,9.495,95.950,63.180,68.780,111.000,480.000,82.000,26.000,44.000,2162.678,102.958
0.5,0.025,25.995,188.505,9.501,95.600,63.340,68.660,112.000,480.000,83.000,26.000,44.500,2150.707,102.423
0.5,0.030,26.760,176.125,9.499,98.750,65.780,71.640,117.000,480.000,83.000,26.000,45.000,2136.910,101.729
0.5,0.035,27.220,162.215,9.425,99.800,67.060,73.720,120.000,480.000,83.000,26.000,45.000,2121.713,101.023
0.5,0.020,27.975,155.855,9.345,99.750,67.220,76.800,123.000,480.000,83.000,26.000,46.000,2105.863,100.278
0.5,0.035,27.430,150.645,9.244,100.000,67.660,77.180,123.000,480.000,83.000,26.000,46.000,2090.453,99.528
0.5,0.020,27.545,148.195,9.179,100.000,68.000,79.580,123.000,480.000,83.000,26.000,46.500,2072.185,98.694
0.5,0.030,27.690,147.290,9.120,100.000,68.000,79.600,122.000,480.000,84.000,26.000,47.000,2055.828,97.884
0.5,0.025,27.420,147.105,9.060,100.000,68.080,79.600,122.000,480.000,84.000,26.000,47.000,2040.067,97.134
0.5,0.030,27.125,147.735,8.999,100.000,68.600,79.600,122.000,480.000,84.000,26.000,47.500,2025.037,96.463
0.5,0.025,27.610,150.735,8.947,100.000,68.940,79.600,121.000,480.000,84.000,26.000,48.000,2015.540,95.934
0.5,0.025,26.835,155.330,8.877,100.000,68.960,79.600,120.000,480.000,85.000,26.000,48.000,2003.783,95.403
0.5,0.030,27.155,165.005,8.857,100.000,68.880,79.600,117.000,480.000,85.000,26.000,48.000,1991.567,94.783
0.5,0.025,26.645,172.160,8.849,99.650,69.100,79.600,116.000,480.000,85.000,26.000,48.500,1980.340,94.313
0.5,0.030,26.135,179.475,8.831,99.950,69.180,79.600,114.000,480.000,85.000,26.000,49.000,1973.362,93.948
0.5,0.025,26.460,189.045,8.793,100.000,69.060,79.240,112.000,480.000,85.000,26.000,49.000,1966.610,93.648
0.5,0.020,26.010,203.050,8.749,99.750,69.140,78.800,111.000,480.000,86.000,26.000,49.000,1961.513,93.378
0.5,0.035,26.370,219.670,8.708,99.900,69.340,78.800,111.000,480.000,86.000,26.000,49.000,1958.578,93.243
0.5,0.020,25.950,233.230,8.671,99.750,69.540,78.800,111.000,480.000,86.000,26.000,49.000,1957.697,93.204
0.5,0.025,25.990,248.850,8.644,99.900,69.220,78.800,111.000,480.000,86.000,26.000,49.000,1960.332,93.308
0.5,0.025,26.015,262.085,8.623,99.850,69.140,78.800,112.000,480.000,87.000,26.000,49.000,1964.457,93.499
0.5,0.030,26.505,277.390,8.610,99.950,69.120,77.140,111.000,480.000,87.000,26.000,49.000,1972.092,93.863
0.5,0.025,25.720,294.715,8.605,96.100,66.220,69.380,114.000,480.000,87.000,26.000,50.000,1978.730,94.223
0.5,0.030,21.625,303.940,8.945,82.400,56.820,62.860,103.000,480.000,87.000,26.000,50.000,1982.533,94.368
0.5,0.025,20.895,307.815,9.498,81.000,56.000,62.400,94.000,480.000,87.000,26.000,50.000,1981.992,94.378
0.5,0.020,20.975,309.720,9.574,81.000,56.000,62.400,94.000,480.000,87.000,26.000,50.000,1984.633,94.449
0.5,0.030,20.390,312.440,9.610,78.800,54.500,61.300,92.000,480.000,87.000,26.000,50.000,1982.705,94.429
0.5,0.025,18.015,314.205,9.808,71.900,49.660,58.060,87.000,480.000,88.000,26.000,50.000,1980.035,94.258
0.5,0.025,17.200,313.545,10.250,69.500,48.360,57.120,82.000,480.000,88.000,26.000,50.000,1974.190,93.989
0.5,0.030,19.370,312.475,10.374,76.800,53.300,60.360,84.000,480.000,88.000,26.000,50.000,1973.050,93.923
0.5,0.025,19.625,311.970,10.248,78.000,54.020,60.800,88.000,480.000,88.000,26.000,50.000,1972.692,93.919
0.5,0.020,19.810,311.695,10.186,78.000,54.040,60.780,88.000,480.000,88.000,26.000,50.000,1967.300,93.668
0.5,0.035,19.845,307.190,10.172,79.850,55.820,61.800,87.000,480.000,88.000,26.000,50.000,1961.085,93.358
0.5,0.020,24.730,303.280,9.550,95.650,66.840,68.680,101.000,480.000,88.000,26.000,49.000,1959.460,93.293
0.5,0.025,24.170,302.845,8.971,92.950,65.080,67.300,107.000,480.000,88.000,26.000,49.000,1951.947,92.944
0.5,0.030,22.800,301.695,8.991,88.600,62.520,65.200,101.000,480.000,88.000,26.000,49.000,1940.990,92.458
0.5,0.025,21.740,296.655,9.062,87.100,61.900,64.400,97.000,480.000,88.000,26.000,49.000,1924.200,91.648
0.5,0.025,22.275,288.025,9.109,90.400,64.540,65.720,95.000,480.000,88.000,26.000,49.000,1906.603,90.778
0.5,0.020,24.300,279.650,8.982,99.200,70.600,71.700,101.000,480.000,88.000,26.000,49.000,1895.140,90.258
0.5,0.035,24.470,276.835,8.764,100.000,71.000,74.400,105.000,480.000,87.000,26.000,49.000,1884.990,89.769
0.5,0.020,24.080,274.830,8.695,99.800,70.620,78.980,102.000,480.000,87.000,26.000,49.000,1871.660,89.133
0.5,0.025,24.030,272.130,8.637,99.100,70.000,82.740,101.000,480.000,87.000,26.000,49.000,1859.972,88.583
0.5,0.025,24.030,269.440,8.591,99.500,70.520,86.940,100.000,480.000,87.000,26.000,49.000,1849.345,88.038
0.5,0.020,23.640,267.350,8.548,100.000,70.420,89.600,100.000,480.000,87.000,26.000,49.500,1838.293,87.544
0.5,0.025,23.635,265.525,8.506,100.000,70.000,92.800,100.000,480.000,87.000,26.000,50.000,1830.440,87.158
0.5,0.025,23.630,264.875,8.473,100.000,70.000,92.660,99.000,480.000,87.000,26.000,50.000,1823.513,86.833
0.5,0.020,23.245,264.300,8.440,100.000,70.000,92.000,99.000,480.000,87.000,26.000,50.000,1816.082,86.489
0.5,0.025,23.635,263.945,8.412,100.000,70.000,91.960,97.000,480.000,87.000,26.000,50.000,1810.918,86.223
0.5,0.030,23.235,263.495,8.381,100.000,70.000,91.960,97.000,480.000,87.000,26.000,50.000,1803.022,85.858
0.5,0.025,23.165,263.190,8.354,100.000,70.000,91.960,96.000,480.000,87.000,26.000,50.000,1797.072,85.564
0.5,0.025,22.765,263.230,8.334,100.000,69.480,93.200,96.000,480.000,87.000,26.000,50.000,1789.865,85.218
0.5,0.020,23.150,264.615,8.304,100.000,69.080,93.680,97.000,480.000,87.000,26.000,50.000,1785.290,84.994
0.5,0.025,22.765,267.900,8.271,100.000,69.000,93.600,95.000,480.000,87.000,26.000,50.000,1780.880,84.803
0.5,0.025,22.765,271.600,8.243,100.000,69.000,93.600,95.000,480.000,87.000,26.000,50.000,1777.197,84.613
0.5,0.025,22.765,275.975,8.222,100.000,69.000,93.600,95.000,480.000,87.000,26.000,50.000,1773.572,84.444
0.5,0.020,22.765,280.385,8.204,100.000,69.000,93.600,95.000,480.000,87.000,26.000,50.000,1768.242,84.193
0.5,0.025,22.765,283.780,8.181,100.000,69.000,93.600,94.000,480.000,87.000,26.000,50.000,1765.485,84.044
0.5,0.025,22.760,289.730,8.159,100.000,69.000,93.600,94.000,480.000,87.000,26.000,50.000,1761.478,83.868
0.5,0.020,22.370,294.575,8.144,100.000,69.000,93.220,93.000,480.000,87.000,26.000,50.000,1759.303,83.768
0.5,0.025,22.760,298.505,8.127,100.000,69.000,92.000,94.000,480.000,87.000,26.000,50.000,1758.412,83.708
0.5,0.025,22.370,300.510,8.114,100.000,69.000,92.000,92.000,480.000,87.000,26.000,50.000,1756.497,83.619
0.5,0.020,22.755,303.645,8.103,100.000,69.000,92.000,94.000,480.000,87.000,26.000,50.000,1753.465,83.469
0.5,0.025,22.350,305.250,8.091,100.000,69.000,94.040,92.000,480.000,87.000,26.000,50.000,1750.383,83.323
0.5,0.015,22.330,306.360,8.078,100.000,69.000,99.600,92.000,480.000,87.000,26.000,50.000,1749.740,83.292
0.5,0.025,22.715,307.260,8.069,100.000,69.000,99.560,93.000,480.000,87.000,26.000,50.000,1748.215,83.233
0.5,0.025,22.330,308.340,8.059,100.000,69.000,99.020,93.000,480.000,87.000,26.000,50.000,1746.725,83.179
0.5,0.020,22.330,308.985,8.050,100.000,69.000,98.160,92.000,480.000,87.000,26.000,50.000,1745.497,83.108
0.5,0.025,22.330,308.500,8.038,100.000,69.000,98.000,91.000,480.000,87.000,26.000,49.000,1743.763,83.004
0.5,0.025,22.330,307.045,8.027,100.000,69.000,98.000,91.000,480.000,87.000,26.000,49.000,1740.688,82.858
0.5,0.020,22.330,305.725,8.014,100.000,69.000,97.680,92.000,480.000,87.000,26.000,49.000,1736.285,82.643
0.5,0.025,22.325,304.765,8.002,100.000,69.000,96.920,92.000,480.000,87.000,26.000,49.000,1731.722,82.459
